ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO9,ACO10,ACO11,ACO39,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO21,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30,ACO31,ACO33
A81453,Well Virginia,Virginia,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,21031,-0.023662886,0.024896897,-4557178,0,0,1,0.9155,,9425,9180,192587598,197144776,,,0.5,0.4578,70087,8338,12208,7357,65590,9071,12446,7620,65328,8920,13041,8025,73774,9994,12003,8531,9648,0.986,1.15,1.035,0.998,1.017,1.159,1.044,1.015,1.021,1.202,1.035,1.029,1.028,1.192,1.043,1.042,244,3627,1365,14524,20433,233,3183,857,16160,4052,9569,5308,2102,11658,9373,17594,2773,100,67,4,493,2870,2600,44,219,34,185,331,0,3471,2360,111,307,248,288,268,1,13,6,14,8,7,163,767,34,771,198,914,397,8953,3626,4271,1041,14,0,0,0,0,12,242,698,146,1,0,82.16,92.96,92.21,83.9,62.55,72.9,73.79,27.58,14.06,19.08,44.43,66.16,53.05,8.17,14.2,100,96.04,47.77,77.59,83.6,50.6,97.58,46.18,48.79,79.03,82.87,81.9,0,36.76,14.23,42.29,57.26,92.77,98.78,87.34
A87886,"Integrity Health Innovations, LLC","Minnesota, Wisconsin",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,4660,-0.022467673,0.040865433,-845201,0,0,1,0.9393,,8270,7614,37618538,38463739,,,0.5,0.4697,86502,7199,15567,6959,85269,6503,11755,6843,76549,7528,12322,7171,67101,8120,12819,8046,8456,1.046,0.919,0.998,0.906,0.983,0.92,0.908,0.915,0.949,0.908,0.92,0.929,1.037,0.95,0.925,0.952,17,1254,225,3552,4549,12,1145,228,3164,1305,1672,1140,543,2579,2081,4477,28,19,6,68,62,3245,3010,20,157,86,113,533,0,2160,2050,94,234,245,255,243,1,7,5,9,8,7,154,789,53,650,118,542,220,7522,3621,2289,936,676,0,3,0,0,0,60,9,18,1,0,79.17,92.23,91.56,81.27,58.63,78.25,71.77,24.29,14.97,18.36,52.83,72.21,63.14,9,13.54,84.91,96.11,56.75,63.6,80,73.67,96.48,55.89,68.32,68.16,66.8,72.16,4.76,38.58,12.46,41.25,70.3,86.9,85,73.18
A03202,"Augusta Care Partners, LLC",Virginia,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,8555,-0.131420847,0.031444444,-9003412,0,0,1,0.9813,,8233,7643,68508250,77511663,,,0.5,0.4906,66207,7052,9648,6698,73130,6928,11931,7117,69746,6694,9349,7189,80562,8825,14356,8453,9314,0.977,1.043,0.929,0.99,1.058,1.069,0.994,0.988,1.069,1.031,0.947,0.957,1.058,1.098,1.097,0.997,49,1327,415,4924,8322,55,1395,452,6419,1714,3840,2158,843,5205,3350,7857,535,20,12,1,130,3002,2797,15,97,96,206,732,1,2608,2273,160,352,245,292,275,1,5,12,12,8,6,160,803,77,826,198,731,251,9335,3668,3969,1282,417,0,2,0,0,5,108,219,62,0,0,79.35,93.67,92.39,81.65,62.19,74.87,73.48,29.83,14.69,18.12,49.73,67.79,55.85,6.26,13.67,97.26,76.29,88,72.98,81.02,82,97.97,59.44,72.18,82.47,70.18,86.64,0,56.22,18.07,62.65,67.05,98.13,83.16,96.73
A38185,Mid-Atlantic Primary Care ACO,"Maryland, District of Columbia, Virginia",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,12845,0.05648302,0.028292659,7067224,7067224,3140869,1,0.907,,9993,9848,125121220,118053995,,,0.5,0.4535,64799,12429,15425,9834,73186,12130,13269,7915,73050,11494,12110,7825,76839,11334,10750,7867,9428,0.992,1.33,0.997,1.04,0.987,1.287,0.949,0.974,1.009,1.212,0.912,0.928,1.016,1.249,0.844,0.937,175,1907,1758,9465,12521,157,1340,1425,9599,1890,6450,3243,1262,7970,4875,6559,4579,498,480,9,720,2864,2668,15,147,50,172,296,0,1899,3783,92,332,226,251,237,0,8,6,12,6,4,184,759,31,698,188,606,308,9534,3752,5348,423,11,0,0,0,0,3,213,692,104,6,0,76.68,91.69,91.29,82.01,57.96,70.06,73.28,25.72,14.61,19.37,48.71,66.7,52.89,8.88,19.73,99.28,75.87,81.08,69.1,76.54,85.77,98.08,36.25,66.8,62.93,79.84,83.79,0,36.22,15.35,42.52,64.03,87.45,83.94,88.73
A39529,"SSM ACO, LLC ","Missouri, Illinois",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,20710,-0.005883559,0.024928998,-1182103,0,0,1,0.9377,,9972,9067,200916378,202098481,,,0.5,0.4689,72617,9553,16643,7645,73476,9007,16153,7858,74779,9817,17770,7866,71842,10691,16440,8594,10031,1.049,1.154,1.163,1.04,1.045,1.116,1.146,1.055,1.025,1.117,1.218,1.058,1.057,1.218,1.261,1.164,199,3184,768,17620,20148,265,2755,815,16312,3652,9552,5225,2281,11683,9027,17860,2368,98,36,11,337,3186,2695,72,337,104,180,439,0,2871,2771,111,414,227,337,304,2,19,12,15,10,7,173,767,50,710,173,711,244,8415,3112,4322,958,23,0,0,0,0,11,209,312,150,0,0,81.28,93.69,93.72,84.81,60.23,73.17,72.41,20.66,14.6,18.58,37.98,65.49,51.31,7.19,12.87,95.8,99.64,84.71,78.15,89.13,88.84,98.69,73.64,71.23,74.88,50,70.83,0,49.61,11.33,55.08,66.67,90.51,81.11,88.89
A79168,"Johns Hopkins Medicine Alliance for Patients, LLC","Maryland, District of Columbia",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,39099,0.000971814,0.023090036,480958,0,0,1,0.9242,,12977,12462,494907464,494426506,,,0.5,0.4621,107556,15898,13248,10206,103713,15748,14504,10385,99410,14977,13348,10307,88977,16147,14262,11015,12965,1.086,1.374,0.981,1.058,1.026,1.353,0.961,1.046,1.054,1.303,0.937,1.04,1.025,1.308,0.886,1.057,414,6061,2001,25736,38137,418,6573,2462,28684,8127,18298,9461,3213,22285,16814,26051,9939,958,402,39,1710,4728,4639,5,63,26,135,234,0,4230,3520,85,351,282,307,301,0,3,3,13,11,7,189,755,26,743,223,1015,380,9895,3804,5134,949,8,0,0,0,0,11,684,1822,283,5,1,79.84,92.8,92.17,83.86,62.8,73.42,74.85,18.47,14.49,15.67,51,70.51,57.01,11.75,16.76,98.86,99.32,79.45,65.37,85.91,69.13,94.04,76.67,68.14,55.32,80.56,83,0,48.21,19.64,56.07,59.35,92,95.49,90.91
A02128,"GGC ACO, LLC",Michigan,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,5780,0.136950487,0.036657658,8452969,8452969,4054586,1,0.9789,,10894,10388,61722813,53269844,,,0.5,0.4895,88248,8796,22855,10198,93671,8103,21069,9556,92693,7729,19884,9511,87584,8297,13512,8676,9402,1.078,1.082,1.056,1.189,1.007,1.047,1.122,1.178,1.1,1.03,1.108,1.185,1.025,1.103,0.948,1.189,47,796,157,4771,5666,48,703,116,4799,890,2491,1704,695,3293,2487,4273,1391,17,10,2,87,2837,2686,38,88,32,145,345,0,1843,3709,106,386,245,274,266,1,5,3,13,8,5,169,816,32,567,211,877,223,9208,4507,4394,290,16,0,0,0,0,0,22,22,3,0,0,82.24,92.47,93,86.01,63.18,73.96,70.58,25.29,14.68,17.69,41.92,61.1,45.3,6.34,14.54,80,92.96,83.47,74.78,74.86,84.24,98.55,71.33,74.1,90.28,95.57,82.75,5.88,62.69,14.23,70.77,85.82,87.94,91.94,85.12
A49262,"Broward Guardian, LLC",Florida,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,7260,0.065034105,0.03347948,7114353,7114353,3115928,1,0.8938,,15592,15773,109394183,102279830,,,0.5,0.4469,95802,17594,23063,13284,100602,16274,22296,12749,85966,16185,21148,12321,80434,15330,20324,11713,14578,1.06,1.426,1.176,1.26,1.084,1.386,1.189,1.25,1.069,1.366,1.108,1.251,1.031,1.309,1.11,1.192,131,1086,1435,5628,7016,117,870,1036,4994,1191,3016,1811,1242,4337,2923,5295,1066,89,489,8,313,4197,3455,165,523,96,814,1115,0,2406,4725,153,1431,267,418,370,4,29,15,10,18,12,200,786,85,956,328,926,378,12720,4944,6727,1034,15,0,0,0,0,0,66,14,8,0,0,81.61,94.16,92.92,85.67,62.49,76.97,70.15,24.1,15.1,17.79,63.32,84.71,64.42,16.13,13.18,53.33,45.54,61.48,28.55,31.22,70.42,93.5,57.51,45.51,66.72,74.4,74.74,0,24.26,17.87,29.15,74.25,75,86.79,73.3
A36517,"Via Christi Health Alliance in Accountable Care, Inc.",Kansas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,21491,-0.110068243,0.024850895,-17587126,0,0,1,0.9594,,7634,7105,159783836,177370962,,,0.5,0.4797,52358,7677,11694,6498,71996,7707,11814,6197,61716,7714,10707,6275,63079,9491,13968,7568,8474,0.968,1.121,1.031,0.977,0.965,1.102,1.015,0.985,0.962,1.075,0.999,0.978,0.965,1.098,1.074,0.975,149,2929,895,16398,20930,137,2680,973,17141,3437,9344,5957,2753,12570,8921,19621,1142,88,201,76,363,2610,2264,75,217,56,224,520,13,1392,3149,68,325,293,270,247,2,14,6,9,4,5,152,805,53,641,156,789,322,8813,3778,3285,1542,208,2,11,1,0,9,180,270,110,0,3,82.19,93.56,93.65,82.96,54.84,76.41,73.18,36.01,13.78,16.42,45.57,58.69,48.51,3.77,12.76,93.88,97.44,48.56,73.48,84.53,65.75,96.9,32.27,61.73,72.29,90.55,80.57,0,38.46,15.38,45,71.22,88.1,93.88,83.89
A46995,UT Southwestern Accountable Care Network,Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,87479,0.036718332,0.02,37268130,37268130,17464034,1,0.9563,,11911,12095,1014973405,977705275,,,0.5,0.4782,90437,12032,21416,10283,83647,12377,20280,10336,83589,12865,20058,10196,79564,12896,18467,10242,11474,1.039,1.306,1.13,1.082,1.064,1.29,1.112,1.077,1.038,1.303,1.098,1.091,0.997,1.292,1.049,1.069,806,9810,5673,61560,85211,740,7948,3966,72558,11220,43398,23783,9078,50417,37062,73440,7850,1785,1751,194,2459,3746,2736,263,597,81,276,778,130,1908,3803,106,931,281,351,290,8,34,9,10,8,8,172,763,63,721,224,929,435,10224,4006,5086,1119,12,0,0,0,0,5,1067,1898,378,6,8,82.28,93.39,94.23,84.21,62.22,76.24,69.45,31.82,14.8,18.55,51.94,75.44,59.62,8.45,13.9,86.26,92.89,80.1,66.78,75.53,78.99,94.79,57.57,77.55,61.97,68.3,73.89,10.71,45.13,16.46,51.15,69.47,85.58,92.86,73.63
A39975,Gulf Coast Health Partners,"Florida, Alabama, Mississippi",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,29611,0.028081591,0.024038868,7285891,7285891,3371438,1,0.9444,,8987,8565,259454335,252168444,,,0.5,0.4722,64951,8443,13009,8122,64705,8342,12565,7982,63027,8322,12488,7917,62139,8836,12935,8130,8734,0.981,1.09,0.982,1.045,0.993,1.065,0.99,1.042,0.989,1.06,0.976,1.047,0.983,1.041,0.967,1.034,187,3653,1104,24012,28871,197,3364,928,24383,4390,13753,8427,3041,17127,12484,26031,2767,218,64,41,490,2156,1971,52,101,38,212,344,1,2139,3102,91,554,281,270,256,2,6,6,10,11,8,148,764,39,651,183,681,290,9782,3494,5226,1040,22,0,0,1,0,4,191,157,90,0,0,81.09,93.02,92.85,81.19,58.06,78.38,71.71,28.71,13.94,18.47,40.45,60.23,50.27,9.51,11.48,96.52,78.97,86.24,67.82,72.44,68.93,86.2,70.56,69.72,68.89,89.11,82.73,13.89,33.1,12.32,35.21,73.31,82.94,94.49,39.25
A23908,"Illinois Health Partners ACO, LLC",Illinois,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,81093,-0.002872207,0.02,-2134444,0,0,1,0.9823,,9383,8856,743137336,745271780,,,0.5,0.4911,81833,9586,17721,8343,90203,9507,16153,8276,91278,9395,15980,8234,79012,10332,15961,8941,9409,1.052,1.053,1.012,0.972,1.06,1.04,1.023,0.978,1.055,1.033,0.974,0.97,1.022,1.041,0.991,0.992,238,4338,1990,59329,79204,246,5015,1837,72106,7709,39954,23206,10224,46896,34197,73645,2613,1210,713,17,2895,2715,2433,39,202,63,174,669,0,1808,3479,91,481,196,269,250,1,11,7,10,9,6,156,842,65,533,182,721,304,9589,3830,4946,810,3,0,0,0,0,7,476,614,119,6,8,84.1,93.69,93.15,83.68,62.94,78.49,73.76,25.35,13.94,17.34,49.89,72.6,58.08,11.13,14.57,94.93,98.63,80.88,72.24,75.84,87.55,84.8,83.09,63.69,74.72,81.01,83.9,7.14,55.91,8.32,58.4,76.6,92.64,82.99,81.14
A72235,Bayview Physicians Group,"Virginia, North Carolina",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,20574,-0.001874031,0.024942598,-316798,0,0,1,0.9547,,8453,7992,169046064,169362862,,,0.5,0.4773,66927,7766,12050,7204,67329,8155,10622,7053,68782,7930,11592,7175,66376,9669,11830,7545,8468,0.973,1.097,1.005,1.06,0.972,1.107,1.006,1.037,0.965,1.08,0.977,1.007,0.97,1.095,1.03,1.01,189,2383,858,14980,19999,193,2199,567,17040,3203,10399,5097,1875,12438,8136,14857,4764,289,45,14,605,2156,2069,17,40,34,126,314,0,1892,3294,80,455,241,244,236,1,2,5,11,11,5,153,806,39,707,180,676,261,10025,4067,5185,765,7,0,0,0,0,0,203,123,23,0,0,80.94,92.85,93.3,83.1,66.3,73.21,72.36,28.43,13.77,16.56,45.51,67.14,55.24,8.34,13.97,97.87,96.24,95.78,65.51,74.51,67.37,95.45,81.34,74.39,83.47,46.45,82.92,0,49.5,11.3,54.32,70.45,95.53,98.05,85.94
A07620,"Seton Accountable Care Organization, Inc.",Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,18360,0.070119933,0.025655731,10792074,10792074,5062019,1,0.9572,,8573,8484,153908796,143116721,,,0.5,0.4786,65484,7782,12229,6818,80495,9453,18635,7867,68766,8220,14589,7176,69943,8276,9300,7304,7971,0.976,0.953,0.859,0.903,1.046,1.013,1.007,0.913,1.028,0.956,0.922,0.9,0.932,0.962,0.755,0.893,148,2277,822,12775,17954,144,1830,593,15386,2654,9893,4308,1505,10582,7778,15500,1187,344,646,14,669,2382,1815,53,470,61,78,72,1,1196,3480,47,587,176,238,202,2,25,9,7,6,5,138,757,10,554,143,785,367,9089,3229,4935,722,203,0,15,0,0,0,382,159,66,0,8,82.84,92.56,92.25,84.46,58.96,75.01,74.31,24.25,14.14,17.38,44.99,64.25,47.91,8.5,11.8,100,94.45,52.74,74.32,90.38,51.74,97.22,39.37,73.35,82.84,93.2,78.06,11.11,66.18,11.55,72.06,78.81,86.16,95.45,85.14
A06665,JFK Health ACO,New Jersey,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,15765,-0.039175857,0.026693939,-6883111,0,0,1,0.9117,,11473,11409,175697774,182580884,,,0.5,0.4558,107615,11182,13892,9650,90298,10116,14628,9547,98032,10293,13762,9884,99772,10506,13623,10652,11923,1.058,1.193,0.985,1.198,1.07,1.172,1.021,1.182,1.043,1.125,0.984,1.19,1.053,1.102,0.945,1.155,155,1410,1294,9034,15314,158,1661,1880,11615,2176,6634,4520,2435,9146,6619,10946,1799,1639,353,30,998,3979,3421,213,379,70,179,1370,0,2053,4252,110,331,200,318,290,4,18,6,12,10,8,192,822,106,604,248,692,328,12055,4837,6791,422,4,0,0,0,0,3,78,165,24,0,0,80.49,92.76,91.83,85.64,61.09,76.06,70.27,23.49,15.58,19.32,54.45,69.5,59.93,9.31,15.24,82.86,75.46,51.24,64,48.12,70.44,77.52,43.15,45.91,55.98,76.17,78.11,0,27.42,23.39,30.24,78.64,90.65,95.56,76.8
A68137,"Community Health Accountable Care, LLC","Vermont, New Hampshire, New York",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,12484,-0.169172322,0.028509302,-20680541,0,0,1,0.8981,,10095,9567,122245415,142925956,,,0.5,0.4491,63291,7645,12099,8142,71404,8873,12731,8515,71319,8937,13745,8687,92391,10792,19724,10139,11803,1.032,0.947,0.919,0.966,1.059,0.943,0.921,0.981,1.058,0.966,0.944,0.997,1.068,1.011,1.01,0.995,49,2582,1618,8339,12109,51,2232,1510,8317,2595,5089,3147,1653,6707,5777,12098,32,13,9,6,326,4238,4079,5,80,82,338,1421,0,3544,1655,219,626,219,356,343,0,4,9,13,15,13,174,830,114,950,159,654,206,9159,561,2709,800,5089,6,39,8,0,5,148,155,75,4,1,77.83,91.61,91.05,81.04,61.12,79.6,71.97,20.37,15.32,17.83,61.71,100.66,79.84,10.3,16.95,99.12,89.77,39.94,63.98,82.86,65.71,90.29,51.31,62.75,59.89,80.7,78.24,5.88,44.87,15.54,52.49,69.21,85.67,75.26,75.32
A74254,UPSA ACO LLC,Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,5420,0.039567105,0.037738739,1851277,1851277,895632,1,0.9873,,8813,8442,46788275,44936999,,,0.5,0.4937,74069,9501,11614,6968,75487,9079,11687,7247,69383,8984,11259,6770,71151,9718,11142,7201,8464,1.034,1.098,0.943,0.966,1.013,1.102,0.94,0.968,1.053,1.082,0.946,0.971,1.037,1.076,1.003,0.998,71,738,407,4221,5309,65,575,274,4395,774,2605,1517,524,3029,2391,4659,273,63,285,2,138,2401,1864,154,352,61,213,126,0,1042,3795,80,635,214,249,214,5,20,10,5,5,4,141,745,18,517,144,642,291,10280,4667,5299,305,9,0,0,0,0,0,27,0,0,0,0,74.34,92.68,92.73,82.85,62.16,77.87,73.65,29.35,14.17,18.37,42.43,56.83,42.07,7.37,10.66,59.26,94.75,63.14,57.9,75.3,81.67,91,47.31,61.54,71.25,84.88,82.43,0,35.73,17.87,40.8,75.1,70,91.43,75.48
A82420,USMD Physician Services,Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,19545,-0.032202715,0.025181636,-5347143,0,0,1,0.9911,,8660,8181,166046344,171393487,,,0.5,0.4955,63930,11181,19086,7634,50572,10254,15591,7482,57815,10021,16049,7577,75657,10563,11902,8452,8939,0.994,1.172,1.028,0.965,1.002,1.191,1.038,0.963,1.029,1.191,1.002,0.983,1.01,1.172,0.901,1.003,83,979,432,17084,19174,96,829,331,17918,1445,10134,5860,2106,11324,8221,17755,913,233,129,37,478,2757,1900,149,610,34,133,176,100,1291,3718,66,719,211,265,214,5,34,4,8,6,6,132,742,19,553,161,907,348,9570,3783,4970,811,6,0,0,0,0,0,104,122,18,0,0,79.75,93.04,93.24,81.6,66.12,75.04,72.7,32.29,13.78,17.06,44.8,62.24,48.23,7.93,13.2,100,97.91,81.3,78.92,88.13,88.29,88.46,78.38,87.56,81.46,84.11,93.65,22.22,51.76,8.88,57.96,76.4,94.41,95.19,93.75
A60743,"Ingalls Care Network, LLC","Illinois, Indiana",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,6469,0.080360541,0.035061061,6770613,6770613,2835464,1,0.8547,,13406,12741,84252951,77482338,,,0.5,0.4273,94732,10800,24285,12140,102098,10291,22366,11284,104418,10507,19390,11036,103121,10767,20535,10255,12329,1.087,1.075,1.178,1.17,1.078,1.007,1.127,1.149,1.105,1.098,1.039,1.139,1.073,1.073,1.103,1.115,77,995,452,5361,6285,93,841,383,4968,1092,2722,1789,866,4043,2426,3963,2302,33,57,1,113,4168,3364,150,653,49,163,1083,0,2990,3247,173,740,220,413,369,4,33,6,20,16,6,195,778,82,820,260,998,352,10152,4151,5277,544,179,0,2,0,0,5,47,68,13,0,0,77.94,94.27,93.2,83.5,58.95,70.72,71.94,32.23,14.76,19.09,61.2,92.98,77.39,15.47,18.55,85.71,86.74,70.25,48.59,29.72,64.77,90.77,66.43,33.14,68.09,83.94,77.66,0,28.13,21.53,35.07,68.22,79.85,94.52,77.12
A17898,"Health Connect Partners, LLC","Washington, Montana, Alaska",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,76497,-0.035880177,0.02,-25149519,0,0,1,0.9791,,9416,8956,700930754,726080273,,,0.5,0.4896,69489,8556,10834,7685,74617,9169,11830,8049,74668,8689,11290,8260,75502,9047,11910,9075,9753,1.023,1.077,0.904,0.984,1.008,1.082,0.955,1.006,0.998,1.073,0.937,0.999,1.015,1.045,0.879,1.019,515,7316,4301,53234,74444,572,7551,4473,61848,10124,34805,21425,10143,44382,32115,67358,2114,2842,400,617,3166,3123,2913,37,139,50,218,715,0,2241,2958,101,433,213,262,251,1,7,4,9,4,4,139,785,56,663,166,708,298,8692,3555,3664,1346,127,2,0,5,0,33,1289,1595,434,4,0,82.31,92.71,91.77,80.6,60.94,75.82,70.05,26.59,13.37,14.73,46.15,67.33,52.93,5.1,13.12,99.26,92.05,50.87,73.35,83.38,48.34,95.06,50.16,71.3,69.72,62.55,82.04,9.76,55.75,15.34,61.06,70.22,93.71,97.99,89.38
A86442,SW Provider Partners LLC,Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,16373,-0.013456932,0.02645069,-1781622,0,0,1,0.9751,,8246,7853,132394376,134175998,,,0.5,0.4875,59665,8722,9910,7275,59407,9231,9663,7124,56188,8777,8870,7351,63985,9424,11368,7699,8357,0.939,1.038,0.838,0.97,0.959,1.071,0.841,0.942,0.932,1.099,0.807,0.916,0.955,1.075,0.816,0.928,113,1272,456,11554,16056,132,955,409,14561,1562,8885,4383,1543,9594,6779,14566,637,314,312,16,528,2498,1955,73,467,20,83,107,0,1211,3629,49,619,229,245,214,2,25,3,5,7,5,143,766,12,525,149,776,369,9662,3566,5268,811,17,0,0,0,0,0,93,70,22,0,1,84.46,92.73,92.11,86.16,60.4,75.08,72.34,31.04,14.83,17.84,46.2,57.09,49.62,8.5,9.98,95.65,98.03,62.96,77.69,83.41,82.74,81.12,49.03,70.2,76.06,71.06,78.36,0,43.51,14.05,48.11,73.79,86.75,89.26,69.34
A70064,"Partners In Care ACO, Inc.",New Jersey,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,13392,-0.02901197,0.027964393,-4462719,0,0,1,0.9039,,11833,11769,153823370,158286088,,,0.5,0.4519,101934,9937,15133,10138,101811,10333,15489,10729,92944,10639,15358,10669,89538,11913,18091,11054,12176,1.109,1.151,1.103,1.189,1.037,1.131,1.077,1.164,1.085,1.102,1.086,1.159,1.129,1.131,1.116,1.127,94,1821,1286,8882,13000,58,1383,1262,10297,1824,5812,3626,2130,8159,5233,11168,1097,303,301,6,517,3684,3254,65,295,127,424,1438,0,1785,4533,145,430,208,320,294,2,13,11,10,11,9,167,836,110,676,248,744,340,11797,4908,6100,784,4,0,0,0,0,3,148,158,47,0,0,84.16,93.37,92.61,82.13,65.35,78.03,68.74,27.52,14.87,18.19,49.26,71.8,57.42,10.87,11.87,78.18,86.21,34.14,69.6,61.6,74.7,85.79,41.13,47.98,50.81,77.91,84.34,0,11.29,23.79,12.9,67.6,88.8,89.86,71.72
A02854,Akira Health of Fresno Inc.,California,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,7858,0.04196661,0.032282282,6767486,6767486,2998216,1,0.9041,,21926,21385,161258825,154491339,,,0.5,0.4521,114614,15380,21593,16477,120708,15577,23352,17003,122446,16914,22624,18530,118298,17133,22446,17485,21006,1.094,1.335,1.118,1.218,1.161,1.362,1.156,1.258,1.107,1.418,1.158,1.293,1.174,1.418,1.209,1.259,128,1150,2164,3192,7355,152,1165,2214,3824,1404,2556,2116,1782,4792,3066,6142,487,314,542,66,307,8101,7562,252,428,79,1020,4583,0,2491,4796,387,885,297,614,584,4,20,6,22,13,15,243,821,304,1192,525,1089,298,14424,9361,4363,606,94,0,0,1,0,0,28,1,10,0,0,74.91,89.66,88.71,76.03,57.03,70.79,70.7,18.34,16.73,19.69,87.49,106.06,86.34,9.25,15.64,55.56,99.53,76.46,74.83,67.78,93.64,95.87,65.98,65.59,78.66,77.75,65.05,0,32.85,22.73,39.05,79.56,75.68,100,76.5
