ACO_Num,ACO_NAME,Start_Date,Track2,Adv_Pay,Int_Pmt,Adv_Pay_Amt,QualScore,QualPerfShare,FinalShareRate,MinLossPerc,MinSavPerc,ABtotBnchmk,ABtotExp,BnchmkMinExp,EarnShrSavings,OweLosses,N_AB,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,Per_Capita_Exp_ALL_ESRD,Per_Capita_Exp_ALL_DIS,Per_Capita_Exp_ALL_AGDU,Per_Capita_Exp_ALL_AGND,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A16313,"PriMed, LLC",7/1/2012,0,1,0,2204416,1,0.5,0.5,,0.029240248,166567742.7,162416534.1,4151208.666,0,,11266,9700.75,104.5,945.8333333,1162.5,7487.916667,1286,3919,3023,1729,5862,4095,8696,829,102,123,2,205,82231.01473,10297.22218,14240.452,9920.343611,3472.343986,3219.619847,16.75012978,164.8005747,84.76881281,245.0583812,1468.391781,0,3641.116033,139.0774672,816.4681989,222.931251,315.5426127,299.4613819,0.618508878,7.731360977,7.731360977,13.40102569,11.75166869,11.33932943,143.2535553,832.813042,117.1043476,710.2543618,254.6194882,668.0926733,189.3668015,10809.47349,4136.484293,5677.911502,988.1710177,6.906682473,0,0,0,0,0,51,64,20,0,0,1.124948003,1.112102793,1.132706732,1.127210454,1.043520438,1.118753402,1.096540703,1.090195925,1.03618484,1.154687938,1.089390755,1.076872213,1.017555297,1.125392141,1.047643367,1.086203779
A87823,"Beacon Health Partners, LLP",7/1/2012,0,0,0,,1,0.5,0.5,,0.026283857,204068191.8,201059122.9,3009068.832,0,,16790,13778.16667,99,1511.166667,860.75,11307.25,2083,5964,4037,2050,8235,5899,11551,1284,389,316,20,574,79330.94089,9092.341734,11313.36732,9213.887543,2834.909161,2612.199185,17.14521463,128.2965091,91.10177736,90.24904357,462.7433866,0,4737.638879,48.94094209,401.5502603,231.8495357,255.9847101,240.9609406,0.362892983,7.62075264,7.040123868,11.53999686,8.709431589,5.51597334,136.9282036,796.4253257,37.66829162,420.5203885,172.5193241,636.2239776,379.9489531,11891.85789,4323.361841,7425.153322,140.3670058,2.975722459,0,0,0,0,0,88,202,6,0,0,1.061135581,1.133465219,0.973631699,1.224510301,1.037603616,1.139339339,1.005116536,1.233212128,1.081399645,1.119400232,1.014368984,1.229042632,1.067147305,1.016515819,0.990328474,1.168785513
A89093,Heartland Regional Medical Center,7/1/2012,1,0,1,,1,0.6,0.6,-0.02,0.02,168924299.1,160398754.5,8525544.561,5013020.202,0,13617,11897.08333,49.16666667,1497.583333,287.1666667,10063.16667,1947,5047,3644,1622,7081,5179,11857,230,16,33,18,106,68034.06271,9235.303963,13021.99556,8734.204566,3191.894432,3001.014714,109.4687908,42.07069187,50.66332336,263.9083303,609.8251773,0,2124.944109,89.33801329,321.277719,287.39864,317.6408784,303.8559871,3.278114384,2.185409589,8.321367282,12.3559696,7.985150422,11.93569853,136.9901547,811.814346,67.74769727,571.5686618,190.4668511,688.151858,240.1428922,8875.032396,3654.172942,3970.468953,1226.435051,23.95545127,0,0,0,0,1,81,180,86,0,1,1.084145152,1.096268292,1.065244931,1.055347465,1.04145921,1.116094382,1.075938541,1.078364969,1.036193966,1.116169515,1.032986774,1.049291639,0.979994927,1.07026839,1.103052924,1.051416953
A97325,John Muir Physician Network,7/1/2012,0,0,1,,1,0.5,0.5,,0.024632388,336859617.6,324246762.2,12612855.35,6180299.122,,23676,20390.66667,123.6666667,1583.583333,747.8333333,17935.58333,2324,9687,5732,3085,12208,8620,18422,519,638,258,28,963,94404.70595,10392.85269,13466.79347,9926.737971,3482.516497,3273.018683,25.80794393,162.2779287,59.76993279,264.2303932,890.8332102,0,3975.43319,125.807284,546.321981,190.0502201,244.5726803,232.7535474,0.392336363,5.73791931,5.688877264,9.317988622,4.904204538,5.443667037,133.6988612,765.2889076,58.26194991,608.7098673,183.4662918,560.2563264,321.6177336,9897.420388,3940.969725,5625.171647,325.9824756,5.296540901,0,0,0,0,0,191,32,6,0,0,1.094760939,1.060386199,1.049411298,1.015083156,1.061778068,1.042404631,0.995769741,1.001498405,1.054681683,1.011107129,1.049325373,1.001206987,1.04008522,1.021073438,1.015229842,0.993836159
A65526,Memorial Hermann Accountable Care Organization,7/1/2012,0,0,0,,1,0.5,0.5,,0.023556952,502206316.1,444372224.1,57834091.93,28338705.05,,34430,29142.16667,390.75,2693.583333,1850.083333,24207.75,4215,14237,8085,3495,17853,12179,24098,3243,964,897,28,802,80023.79558,10868.65139,13823.71564,8866.060519,3411.789765,2431.007909,639.7011921,389.6480966,74.60885931,256.5506596,623.4347517,0,3367.464166,123.4429442,938.0878186,257.113763,286.9381709,236.9075738,19.18182702,22.09856279,8.750207317,10.94633778,7.411940316,8.818836394,144.6623667,709.2273266,52.36398575,579.6411843,197.0683946,676.1336666,309.5857663,9881.935111,3767.427496,5138.156051,968.7680509,7.583513008,0,0,0,0,8,256,181,48,6,1,1.048410571,1.168319412,0.983423327,1.030549308,1.055688875,1.183910919,1.034047305,1.02494131,1.033961841,1.24951287,1.042701478,1.037965647,1.013266205,1.110305541,1.028633427,1.009569591
A40874,"Chautauqua Region Associated Medical Partners, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.03223023,92247040.32,95229434.06,-2982393.746,0,,7884,6651.5,62.16666667,1868.833333,575.3333333,4145.166667,2118,2126,1669,978,3738,3153,6495,171,13,103,8,101,69701.22436,8631.531727,12409.38971,8771.966929,3244.739234,2731.065667,75.00485255,288.7325355,150.500259,148.2829005,1172.582845,4.249546803,2640.720522,233.9989262,488.0804386,410.0758139,360.5201834,321.2809141,2.104788394,17.74035932,19.2437796,16.83830715,8.268811546,13.68112456,165.7381616,785.0510678,113.2075472,975.5694204,260.6930768,800.5712997,196.6473728,8936.179809,3703.224837,2960.234534,2268.210178,4.510260843,0,0,0,0,7,58,107,38,3,0,1.11575191,1.072203073,1.008996231,1.156565484,1.08070326,1.065349573,1.076987505,1.141329376,1.03559607,1.067480443,1.098583612,1.14879091,1.064733093,1.122196585,1.108573544,1.186545541
A39908,"Cornerstone Health Care, PA",7/1/2012,0,0,0,,1,0.5,0.5,,0.02509962,200304601.3,200421595,-116993.6313,0,,19750,17410.66667,148.9166667,2049.5,651.8333333,14560.41667,2881,7993,4955,2106,10705,7230,16298,1272,85,70,11,199,61236.49297,8049.940671,10097.25614,7285.457897,2309.157052,2058.677218,89.02831146,156.4869194,24.12235177,231.2722251,494.2220195,0,2854.457742,94.93196203,388.2423141,332.3588479,257.0837801,240.7145045,2.527186399,10.1087456,3.733343544,11.42977485,7.581559197,9.706693215,125.7316788,785.2961836,50.02680349,551.8456119,177.4199724,654.7710216,263.9761066,10315.34309,4480.701486,4804.640833,1004.90121,25.09955583,0,0,0,0,0,106,224,47,1,0,1.000534246,1.111710431,0.992423445,0.983310694,0.988819495,1.109905894,0.987374866,0.971452159,0.972050373,1.07942225,1.013597113,0.972699776,1.024558925,1.073547689,1.000855004,0.995394187
A34413,"Triad Healthcare Network, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.02290553,463194583.1,441688961.5,21505621.6,10537754.58,,40944,35890.08333,412,5033.416667,1538.083333,28906.58333,6703,15823,9875,4625,22044,14982,29793,6501,203,104,20,405,63372.37779,8408.178613,11346.11632,7369.566486,2525.171518,2260.481141,109.8335094,114.7608422,59.98234418,265.0467523,712.0203243,0,2508.472841,121.7109109,434.5538084,255.4006272,292.3091569,274.8948758,3.343541972,6.436318296,7.634420836,15.10166457,6.185552648,11.7023969,139.3135568,759.7448618,73.33502058,648.3406512,214.5160804,650.0124222,265.5329583,9625.11,4013.476332,4704.447143,884.1996745,22.98685106,0,0,0,0,0,338,533,91,0,0,1.002184408,1.124029391,1.041890209,0.98748368,0.967895454,1.079811661,1.049056502,0.96848439,0.99823126,1.070314775,1.041317137,0.958937329,0.988591257,1.061001524,1.033469268,0.974679432
A01334,"AtlantiCare Health Solutions, Inc.",1/1/2013,0,0,,,1,0.5,0.5,,0.028628126,104432087.5,117352999.2,"-12,920,912",0,,12286,11981.58333,97.91666667,1195.5,308.5,10379.66667,1726,5705,3510,1345,7001,5285,10877,1017,120,91,1,180,80592.18855,8877.960928,15423.20014,9064.840352,3209.829498,2880.694789,78.05116477,263.4615389,47.84625155,196.0943278,382.7120564,0,3912.535393,85.42535576,403.7122202,247.5399669,311.3111094,292.0315206,1.502305622,15.10651764,2.67076555,14.02151914,7.344605262,6.676913875,143.6958345,760.4137545,41.98109599,609.6856982,229.7692987,793.3008298,299.9603558,10689.57219,3891.138483,6083.920461,708.2536393,6.259606758,0,0,0,0,0,134,224,49,1,1,1.050973316,1.084669645,1.146022611,1.083542014,1.041523261,1.117690868,1.097692775,1.052457346,1.042714105,1.042087652,1.146060037,1.056244784,0.990628208,1.035995317,1.124804581,1.040947105
A52780,Methodist Patient Centered ACO,7/1/2012,0,0,0,,1,0.5,0.5,,0.026994799,214790906.2,202073625.4,12717280.77,6231467.576,,15013,12675.58333,178.6666667,1707.75,734.0833333,10055.08333,2379,5742,3432,1531,7956,5128,9226,3179,149,291,25,214,74332.78473,10085.37086,14888.09796,9411.794124,3390.133426,2415.660003,340.4276702,555.2007792,113.2701813,274.32399,785.31405,33.70059245,3378.063164,113.3375302,1249.561796,247.0252107,310.2815781,252.0594056,8.835885265,33.21346158,13.2538279,13.80607073,11.59709941,7.179156778,144.9652778,701.3888889,58.93219904,707.6597395,220.8182398,794.8352147,350.5953046,9612.65425,4272.387201,4637.735279,697.0093421,5.522428291,0,0,0,0,0,135,213,27,1,0,1.036723081,1.198883925,1.112814098,1.065350008,1.016172045,1.17783477,1.154693876,1.066010215,0.992123977,1.188063497,1.120444972,1.047461087,0.980097801,1.124024056,1.057259442,1.008417462
A15852,"Genesis Accountable Care Organization, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.025057612,201691882.7,208179003.3,-6487120.606,0,,19855,17430.16667,90.83333333,1674.083333,393.75,15271.5,2389,7741,5304,2497,10237,7694,17140,423,45,101,2,220,60257.55408,8239.410575,11953.40522,7658.078238,2590.374868,2318.933136,125.3333486,150.0576478,30.58305655,211.0159303,672.1944991,0,2411.606703,87.29994495,475.3830943,227.1269091,290.6455284,273.0897582,4.130769451,9.17948767,4.245513047,14.05609049,8.89262868,15.14615466,130.9573146,750.1036055,72.2310936,658.4561249,201.317639,616.2304816,231.0936021,8105.7171,3828.018474,3587.974871,679.2820876,10.44166722,0,0,0,0,0,143,186,55,0,0,0.984299641,0.964161931,1.040635962,0.965568934,1.030307059,0.964120349,0.997937035,0.969730987,1.026592424,1.010210417,0.995244219,0.990216451,0.990465191,1.019434125,1.01638933,0.974836431
A91882,"Central Utah Clinic, P.C.",7/1/2012,0,0,0,,1,0.5,0.5,,0.02674835,181729521.7,186949829.1,-5220307.492,0,,15629,13537.91667,87.75,1295.333333,228.5,11926.33333,1892,6009,4455,1647,7661,6342,13612,19,50,115,45,162,76743.45614,9078.987318,12342.29354,9546.609725,2885.51425,2545.71919,226.2535852,113.1439914,40.1555524,372.8034051,1102.088703,0,2988.8889,62.86235187,946.4464517,414.4975873,288.5229756,267.6925918,6.647994829,6.647994829,7.53439414,8.346926841,3.76719707,11.37545782,109.6372496,733.0806714,99.86765566,608.9563264,160.7337417,562.1248961,295.4664369,8329.642055,3924.385214,3529.715921,849.7614724,25.77944662,0,0,0,0,0,68,138,50,0,0,1.038536098,1.276639624,1.111690383,1.155928151,1.012671556,1.188913274,1.095591355,1.101054734,1.072253644,1.222903733,1.051365975,1.104704933,1.020007241,1.051289143,0.988361234,1.037995068
A05872,"WESTMED Medical Group, P.C.",7/1/2012,0,0,0,,1,0.5,0.5,,0.02755031,160881833.1,162429210.4,-1547377.233,0,,14082,12126.5,60.75,840.1666667,375.3333333,10850.25,1352,5279,3754,2085,7623,4847,10715,1048,112,235,5,355,70625.45539,9205.455108,10473.98532,8630.001718,2777.793454,2376.976044,60.11665896,273.8060265,95.91775052,150.2473628,604.5288694,0,3888.275479,97.66821303,489.7735521,141.6448229,232.1362306,211.1079042,2.638848802,12.69945986,5.69001773,10.06061106,7.999010432,9.071042758,125.1920123,801.843318,52.61204799,449.2640086,165.5052983,684.039088,264.6270565,11001.52558,3657.526904,6847.482786,488.1045644,8.411330557,0,0,0,0,0,81,199,27,0,0,0.950327562,1.019127803,0.939561002,1.038180652,0.972185227,1.022766736,0.919957323,1.037588343,0.944569625,0.993595621,0.905492849,1.028198571,0.929851338,1.000053049,0.940147447,0.986704044
A46043,"Circle Health Alliance, LLC",7/1/2012,0,0,1,,1,0.5,0.5,,0.029219844,156216224,143792615.9,12423608.15,6087567.994,,11300,9884.583333,73.75,2876.833333,833.5,6100.5,3345,3720,2089,1040,5780,4414,8943,181,478,378,6,208,62308.68925,9548.983964,11278.72483,9471.765573,3689.410152,3147.108521,80.44128143,259.8808417,241.0629447,163.9440448,805.8959994,0,2546.266618,182.9981234,665.7832506,266.1411787,370.5489614,326.5443755,2.630159158,14.66819531,26.70623145,15.57863502,13.65659563,12.24035608,153.9634146,787.5,83.15349339,872.1000809,263.8251956,645.8052333,356.7912058,9370.548961,3535.136229,4156.25843,960.4127327,718.74157,0,3,0,0,0,213,197,84,0,1,1.03477685,1.108345265,0.918050452,1.077388845,1.084778487,1.110495929,0.941524446,1.079504429,1.029647305,1.141279684,0.973493556,1.080216621,1.031624833,1.10601106,0.984549217,1.104606126
A10273,"BJC HealthCare ACO, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.023373446,375596444.4,380299350.7,-4702906.318,0,,36265,31252.41667,214.1666667,3840.166667,608.5833333,26589.5,5135,14569,8766,3630,19361,12739,28122,3474,108,31,15,350,73254.9742,9091.182629,11702.34382,7440.71715,2530.874604,2247.59255,34.75711772,198.1150354,70.97040789,133.588623,412.562893,3.822489562,2501.711259,88.22467167,378.3054072,278.1040502,289.5456085,265.8674396,0.92792824,12.1590597,10.3991958,13.4069632,7.743401177,9.311279928,141.4737837,681.270666,49.78814972,712.9048687,198.1286781,664.8765829,263.1796474,8598.631039,2960.539052,4422.857966,547.6056518,667.6283701,0,0,7,0,11,265,513,83,1,3,1.030200977,1.086328797,1.056522111,1.012193944,1.040276237,1.099203118,1.109449704,1.016214245,1.012667811,1.094486182,1.127112424,1.015923489,1.036130605,1.10230312,1.101422956,1.02679253
A64218,"MPS ACO Physicians, LLC",7/1/2012,0,1,0,1737700,1,0.5,0.5,,0.038141141,68130243.66,69258839.65,-1128595.987,0,,5286,3699.583333,26,606.25,771.5,2295.833333,732,1314,1078,691,2217,1598,3393,222,38,88,2,72,84948.48712,9936.7981,14550.91397,10031.3633,3800.50096,3526.381055,163.711408,11.25601242,141.2486126,201.1397784,1663.278204,2.032298649,3304.985721,242.377888,786.5771242,236.9757779,361.6623494,340.3085933,5.135713481,1.081202838,14.86653903,15.13683973,14.32593761,13.78533619,149.8791297,852.5382756,153.8011037,893.6141457,296.2495777,739.2724406,256.5153734,10660.38968,4479.96396,4494.830499,1676.405001,9.190224124,0,0,0,0,0,23,1,4,0,0,1.06675234,1.103118415,1.090435948,1.134406735,1.071032229,1.070392757,1.019281841,1.076953142,1.137959675,1.066232434,1.0751779,1.090844029,1.110726126,1.111134394,1.067750213,1.133025731
A70411,"Torrance Memorial Integrated Physicians, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.028245249,181810185.6,185807696.4,-3997510.772,0,,12924,9056.666667,175.0833333,577.5833333,782,7522,1001,3950,2982,1431,5032,4332,7134,573,671,247,10,729,88522.31078,15225.1869,17245.44594,11124.96482,4193.437206,3835.826925,159.6168899,120.1287699,125.2676194,298.470631,1651.2237,0,4870.245411,249.3000854,709.4573613,243.3725513,356.0912771,336.7684947,4.747883695,4.968715495,9.60618329,13.69157159,5.962458594,6.956201693,165.1193634,782.4933687,118.8075083,581.3397129,262.7898417,662.9370629,346.7059257,13090.90909,5017.298491,7144.460802,925.6164888,3.533308797,0,0,0,0,1,103,389,11,0,0,0.992763903,1.201527726,1.135762936,1.040801504,0.974030832,1.32740758,1.16199553,1.06282356,1.015925794,1.32874408,1.151055901,1.049727496,0.978948568,1.288729599,1.154155498,1.089667963
A45951,Cambridge Public Health Commission,1/1/2013,0,0,,,1,0.5,0.5,,0.036117117,68838827.52,62561952.43,"6,276,875",3075668.791,,5960,5760.416667,39.91666667,2375.416667,1026.583333,2318.5,2624,1763,983,590,3383,2577,4331,879,157,288,7,298,81863.47096,9724.483066,10407.89961,11002.78634,4029.63435,2885.913874,245.6863419,116.2473314,842.5805115,265.4767409,995.3700015,0,2049.021858,224.6100116,655.4055958,188.7957843,404.4846293,307.7902351,8.332730561,5.72875226,82.63291139,16.66546112,20.13743219,12.84629295,171.3819369,813.9281828,87.49367089,1259.457505,311.9566004,603.60217,192.3471971,10228.60036,4166.712477,4061.511754,1990.82821,9.547920434,0,0,0,0,0,0,0,0,0,0,1.080884831,1.138788181,0.855598578,1.237130304,1.02967575,1.166165946,0.855514404,1.207848785,1.057969276,1.133082349,0.869536492,1.230872747,1.040699318,1.03241544,0.846563677,1.184845124
A12621,"Chicago Health System ACO, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.029258252,165204122.8,161657885.1,3546237.73,0,,11236,9415.916667,148.4166667,1752.083333,800.1666667,6715.25,2198,4064,2360,1095,5723,3994,6964,1728,112,673,4,236,85237.54718,10203.52716,14444.47842,9833.920061,3720.44501,3181.65149,299.1962785,218.077882,139.0341161,204.4919124,1352.805377,0,3130.289887,163.9460772,963.1003122,256.4964537,387.4290873,350.151782,6.584595233,12.95678417,17.73592587,16.78009753,11.57614323,9.239673956,166.7160201,787.0891324,115.0180103,722.393819,286.8547052,641.2546132,219.0970962,9634.431061,4766.184917,4298.678656,477.7017639,91.86572382,0,1,0,0,4,247,236,11,0,1,1.021469112,1.194872444,1.026250279,1.064681411,1.033445249,1.115841004,1.062967136,1.076957379,1.044179146,1.101345363,1.039772641,1.069734417,1.021263314,1.134618026,1.018356335,1.067979089
A91115,"John C. Lincoln Accountable Care Organization, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.029064413,110761253.7,113808959.9,-3047706.203,0,,11559,9621.5,38.5,844.3333333,76,8662.666667,1363,5350,2254,932,5489,4410,9346,214,65,47,24,203,83152.5102,8409.707315,11587.78031,7582.296737,2378.968104,2139.723794,31.66772081,182.2690513,37.86941221,218.7554074,167.3494599,0,3669.898435,51.41387042,275.5499908,201.0139032,245.3879333,228.4467079,0.727537286,10.8091254,5.404562698,8.626513537,7.171438965,5.612430494,124.2812915,777.0897833,20.9946474,488.1775191,170.243725,752.3774879,368.9653381,9808.241958,3636.958894,5399.054202,762.8748116,9.354050824,0,0,0,0,2,125,284,31,0,0,1.092390136,0.927336944,0.91035978,0.911656386,1.059361947,1.018509511,0.954429751,0.931411586,1.07246268,1.001534647,0.961347878,0.929623175,1.000896131,0.956031881,1.073026701,0.913023832
A58588,"Mercy Health Select, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.024017967,315655126.5,329267991.9,-13612865.41,0,,29820,26219.41667,261.3333333,3675.916667,680.5,21601.66667,4980,11206,7383,3449,15542,11476,23583,2917,78,24,3,413,72164.67292,8530.764724,11865.93731,7783.653614,2895.566679,2569.19476,84.12539662,221.2063096,47.15737524,237.214341,611.0685364,5.315629451,2658.80938,127.2509928,476.7221731,213.7965735,325.4076972,300.1210935,2.326520104,14.56935541,7.818633138,15.63726628,9.077242374,10.83166737,148.006419,736.8226145,62.28208738,718.5133155,234.3301561,657.9093738,242.7208843,8900.693824,3792.22777,4426.871943,673.1271036,8.467007593,0,0,0,0,0,454,880,189,0,9,0.995647849,1.017765406,1.084389097,0.923033669,1.019191623,1.022091538,1.023651963,0.967303294,0.97607862,1.031180365,1.083106902,1.006870175,0.976856659,1.078342122,1.090029957,1.017258686
A46075,Southern Kentucky Health Care Alliance,7/1/2012,0,0,0,,1,0.5,0.5,,0.030826827,120527374.3,114890739.2,5636635.123,2761951.21,,9173,7024.416667,52.16666667,1415.333333,629.9166667,4927,1674,2798,1981,799,4138,3114,6788,374,34,9,2,45,70690.6932,8826.602228,16302.66527,9494.942059,3565.279131,3132.41493,109.1120026,256.8252225,105.0676558,120.6161324,1160.695877,0,2912.829133,201.4505727,522.1244526,401.2915044,430.2136595,396.1894819,3.55901439,18.0797931,12.38537008,23.20477383,27.90267282,22.2082498,169.4067191,788.0629021,124.7078642,784.9762139,251.4087765,834.0906125,318.3182471,11321.79422,5857.283523,4237.504894,1208.214205,18.79159598,0,0,0,0,0,21,2,12,0,0,1.050683391,1.169011834,1.106743442,1.122637748,1.001593207,1.137131965,1.139958273,1.138138614,1.033716266,1.107944628,1.128341739,1.137824651,1.013824355,1.098787457,1.138149879,1.160850702
A52797,"Mount Sinai Care, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.024495783,353393022.6,354901324.2,-1508301.632,0,,25042,19895.41667,351.5,2560.916667,2050.916667,14932.08333,3405,7717,6004,3354,12371,8109,15681,2643,329,1061,17,749,78297.29385,12352.94849,12125.98866,10204.85402,3876.709957,3513.205396,52.79673316,182.7730039,140.1870234,245.4895946,412.464667,0,4086.266316,87.27484687,790.7038831,351.9867997,356.3132212,336.1075625,2.060776142,9.449412553,8.695470062,14.32490733,9.801252382,8.745732895,156.4044944,757.9026217,33.07294394,620.6454585,267.4987958,672.2653878,358.8766257,10792.28466,3417.219209,7059.213806,310.2222036,5.629437266,0,0,0,0,0,629,2732,104,5,0,1.100796727,1.37399817,1.057014258,1.197272988,1.059348818,1.363874186,1.049618974,1.184187311,1.024659012,1.365883317,1.072759737,1.17829898,1.01641826,1.294035922,1.110409759,1.182678876
A66733,"ProHEALTH Accountable Care Medical Group, PLLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.024134871,358236161.1,336322174.2,21913986.89,10737853.58,,28651,25154.16667,127.4166667,1658,396.75,22972,2668,11257,8115,3673,14797,10916,23562,1078,208,116,9,740,70755.59601,8281.277694,10580.12734,8973.302811,2458.194111,2258.627171,4.058029204,149.6767504,52.0866217,90.89728033,411.5478615,0,4720.384533,37.26593448,352.6654811,182.5649289,219.5904873,207.2673427,0.238512477,8.387688781,3.696943396,8.785209576,4.730497464,4.969009941,117.4020072,814.6184435,31.20538243,366.3154129,147.0826943,612.9373143,388.2188087,11983.10537,3809.759798,8013.740969,158.5710453,1.033554068,0,0,0,0,0,93,264,7,0,0,1.021170485,1.016870307,1.064873801,1.09374225,1.041585361,1.003069273,1.086690205,1.080516508,1.020084359,0.987204731,1.156925613,1.081948846,0.986312241,0.941877035,1.018976805,1.050016027
A82170,"Deaconess Care Integration, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.025887378,206908515.7,217261473.5,-10352957.74,0,,17781,15655.58333,95.25,2308.166667,596.1666667,12656,3028,6486,4496,2251,9418,6843,15537,542,26,10,7,139,82790.32713,7777.772282,15129.9245,9030.69127,3176.505092,2432.445969,108.0892249,560.3997845,99.95160597,393.7685264,1303.966216,0,2265.083519,127.1235947,357.8871012,252.4818788,352.781489,303.0228832,3.640873597,33.66211203,12.4556202,15.52161902,12.64724513,12.77499508,141.4790997,714.4292605,106.9905838,750.7225857,224.5844134,817.7913098,197.9485487,7992.54792,3613.854482,3223.386758,873.3625384,281.9441413,0,0,1,0,2,111,156,63,0,3,1.038893133,1.053946395,1.129441233,1.008930195,1.020644863,1.042633179,1.08474304,1.012866811,1.0203513,1.049389008,1.061237652,1.001302134,1.023857494,1.039636532,1.043364329,1.003082284
A69375,"North Coast Medical ACO, Inc.",7/1/2012,0,0,0,,1,0.5,0.5,,0.033117117,88778603.11,83246557.04,5532046.067,2710702.573,,7441,5869.416667,48.41666667,702.3333333,442.0833333,4676.583333,939,2314,1781,1021,3340,2715,5127,145,162,396,11,214,81272.44462,7916.34399,8937.573751,8608.400874,2640.810539,2366.705549,87.49516455,150.323492,59.4049169,164.6340681,774.6123515,0,3522.347305,130.1473839,539.6052641,195.372377,238.1838059,217.738844,2.385245553,8.348359434,9.711356892,5.622364517,6.985361975,7.666860705,113.618677,769.6498055,60.65338691,559.8512061,187.0714012,567.3476921,297.9853194,9752.75794,4334.843042,4425.652748,251.3026564,740.9594934,0,3,0,0,0,109,133,21,2,0,0.934579004,1.020151916,0.877068324,1.080582043,1.042174044,1.013075498,0.890598784,1.095156524,1.063101207,1.029278319,0.877640555,1.105235806,0.951010085,1.057139582,0.865797208,1.090536684
A98813,"Cumberland Center for Healthcare Innovation, LLC",7/1/2012,0,1,0,2667712,1,0.5,0.5,,0.028638928,173492659.1,168760427.7,4732231.395,0,,12268,10477.33333,63.75,2086.833333,890.5833333,7436.166667,2558,4628,2656,1039,6260,4621,10658,127,10,10,8,68,71605.44857,10021.24612,15960.80769,10020.58166,3666.237399,3069.976114,40.3122931,219.0826071,358.9662366,146.1528754,1337.651591,0,2886.776643,298.4529792,1037.070544,421.5269267,443.719776,395.6159328,0.954441334,13.74395521,33.40544668,18.70705014,23.38381268,29.49223721,182.0347868,749.3447701,137.7258845,898.3201833,279.842199,751.1453296,261.6123696,9561.11606,4979.12955,3365.837363,1201.450751,14.69839654,0,0,0,0,0,37,3,35,1,0,1.021294859,1.128036602,1.098091782,1.096314434,1.062711905,1.143368989,1.113756104,1.078718377,0.981642845,1.125671583,1.125439205,1.084965219,1.042311141,1.146717355,1.152357555,1.089275103
