ACO_Num,ACO_Name,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,CHF_ADM,COPD_ADM,PNEU_ADM,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS
A09762,University Hospitals Coordinated Care,Ohio,7/1/2012,1,0,0,46100,1.99765054,2.2389913,9067549,0,0,0.81875,10168,10173,453910648,444843100,,,0.5,0.409375,66599,9709,13722,8467,67728,10281,12766,9101,66564,10019,11995,9172,67345,10235,12988,8997,9965,1.039753953,1.237026473,1.137096262,1.076046372,1.006001274,1.239495154,1.138810091,1.102419338,1.025305889,1.242998955,1.106199871,1.09543894,1.014888636,1.238799427,1.142826015,1.10341092,490.8333333,5875.833333,1964.083333,32967.91667,44640.91667,498.75,6085.166667,1646.666667,36410.33333,8178,18778,12492,6652,27037,19063,38305,6519,219,78,14,965,3130,2773,112,145,122,338,1071,18,2290,2673,155,441,224,360.6780775,332.6320584,3.158537291,8.66917682,15.32226601,16.39751275,10.41645277,10.70766543,183.5895875,793.4236566,101.4316089,753.0535327,227.8851054,800.3643892,259.5824832,9425.657702,3989.523811,4413.439838,1018.437868,4.256185002,0,0,0,0,111,337,1238,133,0,9
A31344,"Greater Baltimore Health Alliance Physicians, LLC","Maryland,  Pennsylvania",7/1/2012,1,0,0,11810,2.774518828,2.891378276,3812495,0,0,0.887611607,12042,12125,137411046,133598551,,,0.5,0.443805804,87473,11436,13676,10488,93732,11486,15549,10908,86277,12219,17153,11617,86498,12151,13614,11053,11708,1.054512865,1.11948042,1.037108751,1.085058788,1.056992924,1.108801117,1.090022371,1.064520245,1.060900313,1.121104822,1.181963876,1.058818404,0.999724305,1.140504444,1.049050714,1.051779681,62.33333333,963.0833333,317.5,8435.75,11410.58333,70.75,1062.75,380.5833333,9896.5,1535,5293,3168,1814,7143,4667,9976,1496,76,14,0,248,4282,4195,0,13,74,343,816,0,2673,3356,51,420,194,313.2179921,307.0833364,0,0.788741446,5.345914246,11.392932,6.134655692,8.588517969,156.0897436,780.1282051,80.01343782,613.7284831,245.7367795,675.8637814,277.8999029,9781.971415,3639.954136,4757.42549,1381.086272,3.505517539,0,0,0,0,2,144,197,48,4,0
A10764,Total Accountable Care Organization,Massachusetts,1/1/2013,1,0,0,8830,10.67921247,3.116916917,13902836,13902836,6287775,0.922991071,15290,14714,130185968,116283132,,,0.5,0.461495536,134222,10846,15289,13611,127015,11675,18193,14679,130154,12111,17254,14103,105534,12663,17637,12787,13657,1.117908829,1.201748524,1.032147933,1.231221669,1.146714847,1.178998014,1.094634468,1.238229035,1.161075303,1.167892496,1.147880952,1.244604849,1.100697653,1.246531321,1.209604248,1.260505747,51.83333333,1714.25,639.0833333,6493.916667,8514.416667,52.5,1410.916667,559.25,6491.75,1704,3204,2316,1606,5075,3755,8119,205,84,155,2,265,4598,3665,337,346,323,459,1596,0,2700,3592,343,912,185,423.3995283,365.0279428,11.27499437,17.96952228,29.1270688,16.91249156,11.7447858,13.03671224,190.4243743,828.0739935,143.2863868,936.6466679,309.9448974,749.6696779,390.0443366,14367.63137,5743.787498,5733.452086,2884.049602,6.342184334,0,0,0,0,7,150,297,45,1,2
A55870,"Accountable Care Coalition of Green Mountains, LLC",Vermont,7/1/2012,1,0,0,7639,-4.869226371,3.272072072,-2762048,0,0,0.920982143,7628,7344,56724584,59486632,,,0.5,0.460491071,105249,7501,8331,6395,68458,7304,11340,6758,77701,7879,9850,7042,66598,8272,10534,7651,7999,1.082150598,0.980064975,0.869468961,0.903034025,1.10903054,0.985591526,0.911057655,0.893245031,0.971743513,0.932597982,0.949606924,0.901565319,1.003237793,0.968037312,0.940743146,0.916841085,13.91666667,765.8333333,261.0833333,5477,7436.333333,19.16666667,941.8333333,303.6666667,6171.666667,1217,3231,2123,1068,4341,3298,7380,30,35,4,0,190,2287,2082,0,207,6,179,742,0,2091,2188,110,394,215,223.2282935,212.4703035,0,9.682191044,1.075799005,11.16141468,3.899771393,5.378995024,128.2778172,798.724309,63.47214129,576.3593169,155.1840065,478.7305572,164.328298,9174.010489,4894.078623,2932.359138,1329.822045,17.75068358,0,0,0,0,0,31,4,13,0,0
A59256,"Maine Community Accountable Care Organization, LLC",Maine,7/1/2012,1,0,0,6625,2.657588584,3.474874875,1426170,0,0,0.918303571,8290,7956,53664047,52237878,,,0.5,0.459151786,62576,6640,8581,6301,68814,6936,9090,6381,61193,7039,10001,7548,58345,7047,10178,7424,8070,1.032361588,0.940201463,0.891089539,0.913919778,1.012923693,0.925590184,0.895247363,0.923333073,1.038776611,0.929506437,0.926562194,0.929465676,0.937357693,0.938401458,0.920373231,1.012431739,20.58333333,2003.666667,1705,3142.5,6473.083333,19.66666667,1950.666667,1421.666667,3081.083333,2169,2347,1473,636,3570,3055,6504,16,9,7,12,77,2696,2479,7,173,46,131,541,0,2584,1569,188,289,326,283.0181392,266.6426355,0.154485884,9.578124799,6.642893006,8.03326596,12.20438482,13.28578601,144.61738,830.7392996,63.80267003,942.8273492,152.7865391,485.3946471,222.4596728,7868.275036,281.0098227,2278.975759,635.5549262,4672.734529,0,30,0,0,0,63,87,54,0,0
A13682,"Accountable Care Coalition of Syracuse, LLC",New York,7/1/2012,1,0,0,12729,-0.647487516,2.836227245,-602683,0,0,0.916071429,7483,7311,93080190,93682872,,,0.5,0.458035714,74723,6155,7812,6321,56348,6520,8558,6931,69717,6695,9127,7121,65386,7109,9471,7184,7532,0.985400492,1.012460015,0.962969231,1.020940985,1.014358967,0.989996088,0.954012248,1.0190833,0.987108763,0.963222779,0.95293294,1.024403361,0.987967475,0.986824787,0.955397022,1.016646974,48.16666667,1369.333333,323.3333333,10019.5,12438.66667,60.91666667,1551.5,393.5,10432.75,2009,4883,3793,2044,7423,5306,11969,345,75,30,22,288,2180,2068,0,93,21,47,556,0,957,3174,94,453,223,244.8815522,237.9676278,0,4.502090256,2.411834066,12.30035374,6.511951978,9.406152857,163.94081,802.5700935,51.29167113,479.3118234,178.154143,722.6658806,227.8379248,9773.314396,4271.920892,4200.128631,1291.456748,9.808125201,0,0,0,0,0,63,31,29,1,0
A05247,"Essential Care Partners, LLC",Texas,7/1/2012,1,0,0,14954,2.910167442,2.70270054,3656719,3656719,1528623,0.853125,8729,8325,125653205,121996487,,,0.5,0.4265625,78168,6653,8754,6569,69214,6559,8339,6302,70870,6638,7731,6539,63838,7319,8263,6207,8475,1.016346299,0.956708811,0.818709464,0.889058617,0.997968252,0.935045362,0.815707708,0.878199328,0.99581868,0.929260808,0.816051931,0.902745432,0.964850526,0.954797677,0.812716821,0.898426245,235.5833333,3504.833333,3147.666667,4761.583333,14395.16667,339.75,4866.416667,3723.5,5465.5,6016,5815,2376,747,8462,6492,9844,1525,86,3187,18,294,2686,2063,243,267,145,115,242,14,2177,2124,153,1012,210,284.0536754,244.4570516,6.321566267,15.14397194,17.29747253,11.8095194,10.9064385,7.155179401,162.1279291,684.2938569,23.41063551,907.8741707,185.4094546,567.6905443,219.031851,7702.515891,283.6368689,2969.538387,307.1169721,4142.223663,0,136,0,0,0,197,194,90,0,0
A14573,MaineHealth Accountable Care Organization,Maine,7/1/2012,1,0,0,49413,-0.198257295,2.205860195,-831129,0,0,0.912276786,8725,8497,419217591,420048721,,,0.5,0.456138393,75195,7775,10396,7375,70284,7777,10888,7681,73804,7870,10839,7691,66448,8900,10733,7975,8742,1.067354285,1.049110637,0.946349883,0.969775999,1.082494501,1.032855857,0.942664742,0.977132077,1.039818962,1.019046936,0.96741185,0.970019853,1.049950439,1.02647845,0.950073096,0.991340582,180.5833333,7886.583333,6371.583333,29178.5,48049.25,224.6666667,8667.333333,5691.416667,33465.83333,10410,18796,13385,6822,28021,21392,48015,205,206,60,52,875,2596,2256,1,264,82,217,549,1,2329,2438,147,440,255,271.5338949,248.286914,0.062435938,14.25620587,8.886715193,13.09073503,7.65880841,6.888765173,148.4382372,780.8813815,61.4577751,798.5764606,155.5695458,535.1592377,236.5697696,8649.125637,3402.67538,3600.285124,1322.622101,323.5430314,3,0,11,0,11,401,1326,257,2,5
A67273,"Iowa Health Accountable Care, L.C.","Illinois,  Iowa,  Missouri",7/1/2012,1,0,0,80792,-1.658044416,2,-11494407,0,0,0.909933036,8865,8817,693250847,704745254,,,0.5,0.454966518,66823,7823,11775,7725,70975,8343,13147,8087,71560,8622,13015,8226,74536,9508,12395,8321,9012,1.028688552,1.054383067,1.02896177,1.017068423,1.011217951,1.058379429,1.033323998,1.015414152,1.02802801,1.063177793,1.044598151,1.010072282,1.017946024,1.100312427,1.027899376,1.001743433,493.6666667,10011.58333,2743.083333,66418.91667,78199.08333,480.3333333,9983.166667,2545.666667,65189.91667,13426,34134,22024,11208,46382,34410,76470,2653,303,217,41,1108,2882,2596,76,168,61,253,885,2,1936,2574,103,352,274,324.364416,304.3513937,2.058847663,10.06405659,7.864542317,12.86460093,8.286542148,10.88248051,169.3249786,787.429982,88.99081298,743.2056429,207.3042203,678.294396,240.9235402,8508.782605,2854.368498,3571.47409,1178.939651,904.0003666,0,3,25,0,24,559,888,305,2,1
A55185,"Physician Organization of Michigan ACO, LLC",Michigan,1/1/2013,1,0,0,122032,2.457715441,2,27073648,27073648,12075693,0.910267857,9294,9095,1101577828,1074504180,,,0.5,0.455133929,72367,8216,10992,8252,75320,8408,11410,8399,72422,8511,11217,8493,71459,8565,10669,8417,9066,1.039878218,1.055744744,0.972492957,1.00366214,1.033672867,1.047124748,0.982975299,1.023765874,1.049633596,1.047787467,0.980396434,1.022954688,1.032714626,1.070926883,0.966829675,1.049436834,993.5,21485.41667,4744.5,95025.16667,118525.1667,1003.916667,21314.33333,4651.083333,91555.83333,26777,50349,30754,14152,68724,53308,107669,9696,1184,452,232,2799,2844,2578,68,133,85,188,543,1,2282,2611,104,457,293,309.6220071,290.1409124,2.01644939,7.264280019,10.12443208,12.7820955,7.635509196,6.403703292,175.2959308,770.8627078,53.08577222,759.4420876,221.843181,675.6202269,211.5668824,8093.935043,3575.055087,3594.460248,778.7291307,145.6905777,0,15,4,0,15,1216,3952,511,4,1
A75525,"Accountable Care Coalition of Western Georgia, LLC","Georgia,  Alabama",1/1/2013,1,0,0,4530,1.609309095,4.15807904,753407,0,0,0.846763393,10684,9769,46815542,46062136,,,0.5,0.423381696,64270,8283,10394,8149,68897,8373,11078,8475,63438,8611,9365,8441,60117,9004,9717,8557,10512,0.951535084,1.206364466,1.022817316,1.081451569,0.97822233,1.212757183,1.00428164,1.093990803,0.962262193,1.17672245,1.003744301,1.103647104,0.946226333,1.164821319,0.985738998,1.124880452,173.25,1122.916667,232.6666667,6173.083333,4381.833333,156.8333333,742.3333333,129.5833333,3353.083333,989,1899,1213,429,2698,1832,2589,1842,34,17,1,47,3268,2478,146,595,76,510,196,0,2666,3177,147,528,282,339.583888,293.0280324,4.56429957,34.0040318,7.987524248,13.00825378,8.900384162,8.900384162,161.4035088,731.5789474,27.6140124,701.7610589,205.1652657,595.4128789,295.0819672,11976.03743,5633.25853,5704.918033,622.1140314,15.74683352,0,0,0,0,0,32,26,16,0,0
A33458,Medicare Value Partners,Illinois,1/1/2013,1,0,0,39031,-1.904843767,2.309683656,-8537569,0,0,0.878794643,11846,11831,448203107,456740676,,,0.5,0.439397321,94327,9843,17433,10768,91355,10068,17328,10725,91981,10153,16642,10763,90721,10278,18799,11113,12071,1.061767717,1.138152385,1.070335867,1.101203115,1.06712092,1.127431223,1.080365138,1.093600653,1.055759992,1.117504213,1.094484981,1.109836572,1.06067125,1.109467883,1.183406383,1.122664649,365,5156.416667,2044.083333,29730.75,37836.33333,360.4166667,4386.166667,1462,31627.75,5746,15100,11352,6833,22762,16269,33119,3421,480,981,12,1018,3954,3364,140,466,59,325,1635,0,2049,3371,169,910,209,416.9008625,380.2429763,3.118695434,26.93178515,6.60740558,16.49208433,9.858249126,10.01682686,190.8038786,799.7341257,125.3821283,721.0265265,299.1304654,703.9001313,264.6926675,10283.97748,4482.701812,4788.096098,1005.699989,7.479583117,0,5,0,0,32,416,519,72,3,4
A51314,"Healthcare Provider ACO, Inc.",New York,7/1/2012,1,0,0,27791,2.345985082,2.422087403,9728896,0,0,0.703013393,15427,14724,414704079,404975183,,,0.5,0.351506696,106760,12231,15878,13743,102520,12229,15019,13026,102056,12181,14730,13167,110138,12673,15914,13072,15065,1.097814007,1.211623815,1.239806034,1.284471222,1.125584211,1.189035774,1.185924606,1.259517427,1.095151996,1.191464024,1.181688536,1.252560742,1.094100699,1.208766553,1.186815,1.287267716,381.3333333,4376.5,4986.083333,16546.08333,26882.16667,423.9166667,4305.916667,4978,17174.33333,5370,10619,7405,4397,16212,11579,18888,5410,855,1012,49,1577,5137,4609,27,253,272,189,2318,2,1792,5312,289,717,241,448.5873535,418.3814549,0.929984562,11.42021043,17.74410545,16.07013324,12.42459375,8.295462295,227.0702571,823.2435716,143.8872115,759.3881942,359.3832342,792.3096477,345.8798584,14195.39596,6884.192122,6499.104115,783.8653878,28.23433131,0,14,0,0,0,264,263,55,0,0
A43867,"AzPCP-ACO, A Medical Corporation, PC",Arizona,7/1/2012,1,0,0,8233,0.279124015,3.176676677,210180,0,0,0.820758929,9426,9095,75299969,75089789,,,0.5,0.410379464,75704,7533,8496,8910,71567,8659,9211,8729,75460,8692,8545,7826,87590,9685,12706,7914,9400,1.087975503,1.076156157,0.862402333,0.998363542,1.042649268,1.055363037,0.856141981,0.96624025,1.017428619,1.092328838,0.875631436,0.977441362,1.084297422,1.107019901,0.977489806,0.981211071,73.16666667,1290.166667,225.8333333,5530.833333,7988.666667,107.5,1117.166667,276.5,6487.5,1587,4133,1825,688,4511,3722,7113,324,108,285,175,228,2855,2464,137,172,107,242,458,6,1529,3952,65,263,200,288.1582242,262.9975799,3.630142702,9.513477426,11.89184678,4.756738713,5.883334724,6.759576066,161.8798956,787.9895561,45.81490445,650.4214304,191.7716765,818.4094133,375.281649,10196.94567,4372.444296,4900.692648,913.5441876,10.26454143,0,0,0,0,0,45,0,21,1,0
A07663,Aurora Accountable Care Organization LLC,Wisconsin,7/1/2012,1,0,0,8279,-0.773906021,3.172072072,-651255,0,0,0.899553571,10516,10603,84151661,84802916,,,0.5,0.449776786,77519,8501,12574,9693,73767,8813,13591,10034,82001,9246,15064,9991,93282,8997,11870,9962,10598,1.035775614,1.05140015,1.091826876,1.175834237,1.077051658,1.070764522,1.089654373,1.178318699,1.016433639,1.085693312,1.055013826,1.175524285,1.101831146,1.093244102,1.033476647,1.162075563,55.75,1145.25,375.25,6868.5,8002,67.91666667,1263.416667,339.1666667,6331.5,1638,2982,2302,1357,5079,3200,7765,153,45,130,26,160,3819,3396,200,228,43,315,1063,0,2101,2850,123,434,245,431.892027,406.1484629,4.998750312,13.24668833,7.498125469,17.12071982,11.49712572,14.24643839,174.7741487,792.9117443,96.10097476,802.2994251,326.1684579,724.443889,229.0677331,8576.605849,4073.981505,3643.589103,849.4126468,9.622594351,0,0,0,0,0,74,104,24,2,0
A88215,GOLDEN LIFE HEALTHCARE LLC,California,7/1/2012,1,0,1,7571,-3.070407033,3.285685686,-2653262,0,0,0.827120536,11840,11404,86414023,89067286,1918504,0,0.5,0.413560268,80509,6682,8936,11709,85725,7692,10009,11296,91725,7001,9084,11946,92626,8893,10432,12108,12203,1.017619464,1.038921154,0.921123882,1.185567159,0.989981427,0.969922002,0.921374962,1.132516542,0.998131163,0.974465686,0.928787599,1.154111759,1.023494877,0.999614653,0.924581616,1.186564933,81.41666667,1248.916667,1552.5,3956.5,7298.75,93.66666667,1285.416667,1620.833333,4298.833333,1602,2696,2008,1265,4204,3367,5279,433,1071,243,43,502,4722,4472,55,114,98,278,1861,0,1892,3029,149,627,191,360.4726837,345.8126392,0.822058572,4.521322144,9.316663812,12.33087858,6.987497859,10.13872238,189.2130858,797.0822281,139.886967,806.8504881,289.6386368,749.5804076,215.5163555,10987.63487,6242.712793,3005.583148,923.719815,815.6191129,0,0,3,0,0,29,24,9,0,0
A59303,"Nevada Primary Care Network, ACO, LLC",Nevada,7/1/2012,1,0,0,7059,10.18096162,3.388188188,9042380,9042380,3762195,0.849107143,12946,13092,88816561,79774181,,,0.5,0.424553571,111657,13294,14975,9715,92928,15240,17137,9839,96898,14667,19219,10528,90931,13003,14344,9470,11628,1.021424989,1.280043099,1.004651215,0.997953603,0.987360015,1.214799984,0.981816446,0.980400423,1.020964833,1.213943489,1.06953945,0.982945454,1.012135122,1.159716306,0.967943629,0.994606803,80,932.8333333,498.25,4120.416667,6860.583333,94.08333333,1097.166667,669.5,4999.833333,1429,3218,1755,657,3903,3156,5333,648,403,328,20,327,4322,2917,296,898,331,204,472,0,1521,4211,145,1100,205,377.2273981,292.9780024,8.01681101,43.14501925,33.08756544,8.30833141,6.850729408,10.49473441,201.7045455,717.6136364,34.54516744,830.9789012,230.5926367,730.8416437,349.8244804,10302.03943,4943.748709,4674.38386,670.642681,13.26417822,0,0,0,0,0,0,0,0,0,0
A13492,"St. John Providence Partners in Care, LLC",Michigan,1/1/2013,1,0,0,11131,0.404689066,2.932126425,379556,0,0,0.917633929,8649,8411,93789571,93410014,,,0.5,0.458816964,62934,8097,11235,8184,70313,8195,8825,7596,74389,8142,9260,7743,78178,8464,9640,7684,8614,1.076566886,1.100834502,1.026655267,1.08881929,1.02809082,1.077667411,0.994338175,1.096920834,1.061332834,1.055859209,0.962430051,1.094683709,1.113993101,1.092592877,0.993390928,1.109168699,97.75,1439.166667,360.8333333,9076.5,10843.41667,116.1666667,1489,380,8858.25,2010,4833,2919,1369,6606,4525,8053,2845,43,13,8,169,2620,2425,35,121,63,65,316,0,2257,2774,84,464,189,316.5976284,300.7354693,1.014440406,7.469970259,7.377748403,14.84771866,10.8821789,6.547751708,166.7805878,781.6131237,34.6754175,693.6005718,243.5579192,605.0675909,224.6524389,8430.921988,3684.170887,4439.46788,301.6576878,5.625533158,0,0,0,0,4,129,255,35,0,3
A12881,"Accountable Care Organization of New England, LLC","Massachusetts,  Connecticut",1/1/2013,1,0,0,11499,-2.027169504,2.910042008,-2654793,0,0,0.802678571,11821,11490,130960604,133615397,,,0.5,0.401339286,95012,9563,13737,10512,83280,9111,12897,10701,98561,9805,13537,11128,82066,10983,14772,11362,12061,1.091668728,1.143267728,1.11009498,1.155758485,1.039694412,1.164366841,1.114155014,1.154291491,1.082662312,1.101981641,1.112175937,1.166095437,1.104147296,1.138581628,1.08679426,1.171103754,85.91666667,2504.833333,1331.583333,8565.75,11078.5,62.41666667,1803.333333,1176,8036.75,2163,4063,3051,2222,6770,4729,10390,566,96,211,3,233,4319,3424,151,607,210,289,1711,1,2081,2971,284,830,201,408.3585323,352.3942772,4.964571016,32.13431421,18.77510493,22.56623189,15.7060974,14.53265334,167.1861717,862.0005667,158.9565374,871.7786704,287.854854,708.3088866,239.6533827,10811.03037,4745.407772,4288.576973,1769.01205,8.033578553,0,0,0,0,6,69,78,36,0,4
A45011,Medical Mall Services of Mississippi,"Mississippi,  Alabama",7/1/2012,1,0,1,4630,14.94204985,4.103051526,10270645,10270645,0,0,15336,14445,68736523,58465877,1512664,0,0.5,0,74437,9637,15796,13251,80742,9613,15332,13983,83207,9632,14800,13206,76061,10075,13115,10768,13045,1.015013432,0.988992908,0.95685561,1.128403837,1.020726921,1.03358054,0.93273783,1.177887437,1.016209547,1.04119557,0.900923753,1.162254996,1.036374279,1.064446959,0.954830557,1.197378109,147.5833333,1911.75,1193.166667,1930.333333,4482,143.25,1633.833333,844.4166667,1860.5,1910,1544,801,375,2685,1945,873,3729,5,5,2,16,4297,3430,513,122,270,373,847,1,3106,2656,256,1534,418,533.4672021,478.357876,16.28737171,7.13966979,31.45917001,26.10441767,21.41900937,14.27933958,220.4724409,696.5879265,72.95850067,1462.516734,384.64971,786.9254797,220.6604195,8761.044177,1678.045515,2466.755913,991.7447568,3624.497992,0,52,3,0,0,41,29,47,0,0
A04598,"Accountable Care Coalition of Maryland, LLC.",Maryland,7/1/2012,1,0,0,12997,3.124189611,2.820144029,3961312,3961312,1400324,0.721428571,10023,9927,126794858,122833547,,,0.5,0.360714286,75431,10523,12908,8968,77849,9863,13403,8595,74058,10259,11736,8807,76877,10437,12525,8440,9710,1.024785396,1.183591617,1.06886858,1.056445156,1.004407598,1.158657682,1.042253224,1.020373088,1.020245859,1.147235876,1.049614131,1.018656464,1.008758522,1.162970008,1.066945259,1.009187027,124.0833333,1218.166667,551.6666667,9034,12650.75,152.5,1437.666667,674.75,10385.83333,2022,6420,3387,1168,7142,5855,8945,3506,208,21,11,306,3342,3243,49,49,18,63,353,0,2167,3495,99,243,256,276.6634389,270.8139834,0.790466968,3.00377448,1.976167421,15.57219928,13.59603186,7.825622987,163.6182241,786.8307283,36.59862064,771.6538545,203.1500109,688.4967294,270.1025631,10682.6868,4210.659447,5661.403474,807.9362884,2.687587692,0,0,0,0,0,46,46,10,1,0
A22691,Independent San Diego ACO,California,1/1/2013,1,0,0,5592,7.337783988,3.722222222,8677122,8677122,0,0,22354,21882,118252619,109575497,,,0.5,0,137661,18375,21244,20462,137975,20607,23196,20585,139299,19330,23002,19942,133244,18621,23187,18456,20714,1.114827515,1.397993473,1.224602271,1.38654941,1.114481948,1.48019716,1.231426601,1.398457401,1.187780437,1.473796457,1.240451857,1.397064049,1.140124555,1.513390397,1.291017673,1.405899708,69.58333333,960.5833333,1298.833333,4483.75,5290,76.91666667,686,634.5,3892.583333,890,1858,1620,1224,3174,2418,4660,281,257,125,12,257,7440,6362,910,189,296,1019,4876,0,2011,5198,578,1099,272,594.3289225,539.6975425,20.98298677,7.561436673,26.08695652,17.01323251,7.939508507,12.66540643,204.5896538,844.4185142,326.2759924,986.0113422,459.5463138,996.9754253,370.1323251,14110.39698,7341.587902,5899.05482,834.4045369,35.34971645,0,0,0,0,0,0,0,0,0,0
A21965,Asian American Accountable Care Organization,New York,7/1/2012,1,0,0,12997,-0.484199363,2.820144029,-537811,0,0,0.846540179,8743,8736,111072169,111609979,,,0.5,0.423270089,73751,8885,7468,7010,72797,8663,7698,7750,72051,7632,8345,8260,81585,9218,8124,7535,8785,1.002793578,1.133441124,0.850076482,1.036123594,0.995392032,1.120041736,0.841981586,1.058505283,0.994671809,1.078083903,0.853654729,1.045367625,0.997127017,1.054118609,0.84582233,1.028675127,132.75,884.0833333,8350.333333,3977.666667,12704,134.8333333,825.3333333,7659,4084.833333,1244,4912,4577,2264,7968,5029,1393,420,8549,159,8,2468,2464,2304,23,83,68,109,655,1,1052,4164,89,366,175,202.0623426,194.1908061,0.708438287,3.620906801,3.463476071,5.588790932,6.061083123,4.565491184,192.4686193,814.9697815,42.58501259,309.0365239,159.1624685,467.4905542,273.8507557,13065.33375,6804.707179,5782.115869,105.2424433,373.268262,0,3,0,0,0,84,217,1,0,0
A03682,"Physicians ACO, LLC",Texas,7/1/2012,1,0,1,7917,9.772461535,3.216416416,13222555,13222555,4849165,0.7484375,17748,17469,135304240,122081685,1727668,1727668,0.5,0.37421875,114507,15266,15566,14219,106371,17066,16058,14318,103339,16959,15746,13865,89542,14953,14337,13069,16014,1.063381174,1.252164913,0.948294631,1.129623176,1.051701886,1.325045703,0.988712605,1.16041724,1.063144249,1.313412774,0.989054671,1.163097881,1.040492427,1.274906047,0.981120908,1.13980788,193.5833333,1729.5,1692.25,4345.666667,7623.583333,228.3333333,1703.833333,1403.666667,4287.75,2166,3242,1770,739,4667,3249,4429,1939,498,822,18,211,6091,3826,1549,706,293,354,1373,31,2251,4328,273,2161,255,542.395855,422.3735557,46.04134101,37.90868249,33.71118131,24.39797558,14.16656647,10.75609676,206.2997577,721.7030114,109.5285463,985.7569166,349.8354886,931.0582294,399.8119869,10568.12741,5311.281878,4423.248035,819.9556202,13.64187882,0,0,0,0,0,43,8,12,0,0
A45848,ApolloMed Accountable Care Organization Inc.,"California,  Mississippi",7/1/2012,1,0,0,26237,1.15496508,2.437627921,3933151,0,0,0.904241071,13370,13191,340542884,336609732,,,0.5,0.452120536,99442,12107,13430,9530,105259,13893,13650,10267,110255,13952,13009,9978,93968,14097,14642,10130,13215,1.056805834,1.315414832,1.008980779,1.033809251,1.059178574,1.315586955,1.030465741,1.03769953,1.069646384,1.320808023,1.02116669,1.029574882,1.045653864,1.338387595,1.042865827,1.070372703,456.25,3578.75,9022.75,15221.33333,25471.16667,457.0833333,3038.416667,6251.75,15723.91667,4097,10578,7894,3668,15301,10936,17107,2728,3722,1288,16,1376,4322,3580,490,231,153,279,1725,0,1861,4103,268,1286,261,398.8431364,360.6823402,13.03434603,10.91430179,14.1728883,13.54472704,11.07134211,11.8172836,193.0235425,745.8400099,105.4918306,690.3884785,258.9594771,780.4510983,317.535514,11340.58772,4837.744639,5242.594568,1227.07375,33.17476624,0,0,1,0,6,179,324,44,3,0
