ACO_Num,ACO_Name,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS
A04598,"Accountable Care Coalition of Maryland, LLC. ",Maryland ,7/1/2012,1,0,0,"3,420",-6.31%,4.77%,"-2,119,753",0,0,93.34%,"10,137","9,887","33,582,641","35,702,394",  ,  ,50.00%,46.67%,"75,508","10,460","13,005","8,905","78,065","9,816","13,413","8,581","73,766","10,186","11,509","8,792","81,662","9,754","12,691","9,740","10,777",1.027,1.185,1.068,1.057,1.001,1.149,1.045,1.018,1.020,1.149,1.043,1.019,1.011,1.150,1.024,1.011,121,1200,556,8979,3313,42,391,141,2739,493,1774,862,291,1862,1558,2226,1027,68,8,5,86,3904,3792,0,112,8,152,487,0,2178,3811,107,277,295,294,286,0,6,2,16,14,9,181,754,53,754,224,839,298,10444,4080,5489,870,5,0,0,0,0,0,47,46,11,1,0
A21965,Asian American Accountable Care Organization ,New York ,7/1/2012,1,0,0,"12,367",4.62%,2.86%,"5,200,145","5,200,145","2,318,962",91.01%,"9,328","8,658","112,622,336","107,422,191",  ,  ,50.00%,45.50%,"73,679","8,711","7,400","6,948","73,607","8,514","7,641","7,684","72,058","7,637","8,331","8,231","75,128","8,825","8,341","7,798","8,897",1.004,1.128,0.850,1.034,0.997,1.112,0.840,1.055,0.993,1.076,0.851,1.043,0.999,1.066,0.876,1.017,124,877,8299,3980,12074,129,763,7001,4180,1099,4696,4284,2288,7558,4809,1370,425,7991,151,9,2421,2320,2200,7,56,60,197,738,0,1156,4065,88,360,179,195,188,0,3,3,7,5,5,180,843,43,316,161,495,302,13038,6849,5624,205,360,0,3,0,0,0,91,190,1,0,0
A03682,Physicians ACO,Texas ,7/1/2012,1,0,1,"6,361",13.01%,3.53%,"15,795,941","15,795,941","6,991,847",90.33%,"19,790","19,553","121,455,872","105,659,932",0,0,50.00%,45.17%,"120,077","16,180","18,662","16,261","112,674","17,450","18,995","16,324","109,756","17,673","18,610","15,710","89,376","14,145","16,707","14,955","17,217",1.090,1.320,1.056,1.196,1.056,1.358,1.082,1.234,1.069,1.350,1.089,1.231,1.054,1.278,1.074,1.215,158,1515,1170,3293,6137,181,1399,877,3680,1715,2627,1383,636,3677,2683,3544,1739,218,682,9,169,6179,3966,1298,850,256,484,1602,23,2438,4578,335,2303,336,538,426,38,46,25,21,15,10,209,729,115,1025,352,1039,424,11231,5542,4639,1034,16,0,0,0,0,0,46,7,15,0,0
A45848,ApolloMed Accountable Care Organization Inc. ,"California, Mississippi ",7/1/2012,1,0,0,"21,766",-3.75%,2.48%,"-11,031,666",0,0,90.86%,"13,957","13,191","294,333,624","305,365,290",  ,  ,50.00%,45.43%,"99,729","11,986","13,461","9,447","104,985","13,947","13,716","10,166","112,877","14,010","13,115","9,884","96,738","15,385","15,637","11,050","14,480",1.057,1.320,1.008,1.029,1.055,1.323,1.029,1.033,1.079,1.331,1.022,1.025,1.046,1.299,1.060,1.068,429,3420,8554,14496,21089,395,2652,5890,12153,3452,8736,6508,3070,12679,9087,13458,2209,3547,1194,18,1340,4734,3926,597,229,150,305,2042,0,2048,4296,257,1419,311,417,375,15,10,16,16,14,15,199,750,115,732,274,838,312,11835,5094,5308,1388,45,0,4,1,0,6,176,281,48,6,0
A74604,TP-ACO L.L.C. ,"Louisiana, Mississippi, Tennessee ",7/1/2012,1,0,0,"12,574",2.88%,2.85%,"3,900,047","3,900,047","1,662,988",87.02%,"11,111","10,673","135,214,534","131,314,487",  ,  ,50.00%,43.51%,"70,998","9,480","16,298","9,077","64,860","9,221","15,094","9,629","70,567","9,889","16,871","8,758","69,650","11,536","17,063","8,774","10,791",0.997,1.096,1.067,1.028,0.992,1.072,1.039,1.042,0.981,1.073,1.020,1.034,1.005,1.186,1.157,1.050,155,2239,1042,8330,12169,175,2206,941,8847,2748,5517,2942,1367,7204,5370,9242,3020,88,35,17,172,3348,2395,484,223,274,271,1055,0,1898,3174,182,926,308,364,307,15,12,30,13,11,10,168,755,96,807,222,791,289,10185,4648,4279,1215,43,0,0,1,0,1,71,80,87,0,0
A97609,"Franciscan AHN ACO, LLC ",Indiana ,7/1/2012,1,0,0,"31,622",-4.28%,2.38%,"-12,052,527",0,0,97.64%,"9,179","8,498","281,396,108","293,448,635",  ,  ,50.00%,48.82%,"68,665","7,602","13,323","7,611","67,324","7,998","13,542","7,723","71,852","8,104","15,212","8,090","77,102","9,136","16,121","8,787","9,572",1.036,1.079,1.054,0.973,1.016,1.090,1.066,0.967,1.005,1.073,1.088,0.975,1.007,1.120,1.170,1.007,134,3146,600,23614,30656,198,3262,1281,25915,4442,14655,8706,3819,18439,13183,30093,929,87,36,13,464,2962,2568,106,228,94,268,1107,0,1949,2800,117,347,287,307,281,3,13,10,11,10,9,158,828,92,614,186,755,291,9058,3980,3799,1266,13,0,0,1,0,2,105,80,60,0,0
A81218,Reliance Health Network,Florida ,7/1/2012,1,0,1,"5,509",7.22%,3.75%,"5,315,391","5,315,391","2,345,345",90.05%,"13,805","13,339","73,636,231","68,320,841",0,0,50.00%,45.02%,"75,862","10,855","16,104","10,990","75,060","11,365","16,732","11,398","80,732","11,059","16,068","12,010","79,574","12,174","15,864","11,080","12,808",1.057,1.239,1.163,1.138,1.010,1.312,1.157,1.183,1.006,1.265,1.126,1.221,1.120,1.229,1.161,1.225,89,1357,754,3904,5334,78,1208,537,3511,1406,2115,1298,690,3283,2226,3647,1680,57,39,4,82,3950,3238,206,428,120,321,1208,0,1907,4268,176,933,394,468,418,6,25,19,18,19,7,194,781,105,1023,346,919,362,11608,5594,5018,888,109,0,0,3,0,3,29,1,10,0,0
A00755,Balance ACO,"New Jersey, New York ",7/1/2012,1,0,0,"8,597",-15.75%,3.14%,"-25,602,350",0,0,78.24%,"19,859","16,492","162,589,552","188,191,902",  ,  ,50.00%,39.12%,"92,497","11,295","11,168","12,799","95,263","10,741","11,493","15,011","113,283","12,194","13,152","17,275","122,436","16,674","15,696","20,998","22,986",1.087,1.146,0.984,1.316,1.046,1.149,0.966,1.374,1.085,1.171,1.010,1.439,1.148,1.323,1.101,1.562,231,2080,3133,3055,8187,367,1769,2503,3548,2206,2855,2165,1371,5057,3540,3282,2821,154,1760,18,562,8753,7712,184,235,690,371,5310,0,3200,5518,458,786,287,676,620,6,10,39,27,17,11,268,776,269,1144,561,867,300,17503,9161,5696,2451,196,0,11,0,0,2,265,565,88,1,0
A23779,SEMAC,Michigan ,7/1/2012,1,0,0,"12,309",-2.04%,2.86%,"-3,051,903",0,0,63.35%,"12,686","12,606","149,915,110","152,967,013",  ,  ,50.00%,31.67%,"102,215","10,134","15,976","12,109","98,215","10,293","15,138","11,015","90,976","10,563","16,468","11,236","92,562","10,778","16,126","11,988","12,944",1.109,1.200,1.119,1.293,1.137,1.203,1.112,1.274,1.108,1.221,1.146,1.252,1.102,1.152,1.141,1.239,174,3124,988,8902,11818,147,2970,731,7969,3544,4703,2761,1301,6602,5707,9507,2057,217,71,15,442,4681,3992,371,256,192,197,1436,4,2147,3824,202,787,229,528,478,11,15,23,20,27,13,239,777,133,986,410,875,253,11593,6441,4389,756,7,0,0,0,0,0,102,138,20,1,0
A83851,Meridian Health Systems ACO Corporation,"California, District of Columbia, Florida, Georgia, Louisiana, North Carolina, South Carolina, Tennessee, Texas ",7/1/2012,1,0,0,"8,759",0.16%,3.12%,"221,428",0,0,79.26%,"16,788","15,796","140,936,874","140,715,446",  ,  ,50.00%,39.63%,"92,812","11,732","18,025","13,903","98,693","11,490","17,560","13,450","100,659","12,231","17,207","12,808","99,677","13,041","20,084","13,716","16,762",1.078,1.265,1.124,1.314,1.051,1.275,1.083,1.329,1.067,1.303,1.122,1.313,1.105,1.281,1.223,1.321,174,2822,2262,3413,8395,167,2701,2055,3473,3100,2832,1835,992,4924,3835,3918,3596,62,991,7,185,5633,4667,507,282,309,622,2378,0,1946,4351,357,1882,432,593,524,13,14,42,24,28,14,238,749,178,1332,449,933,314,12805,6230,4626,1882,67,0,0,0,0,0,70,82,17,0,0
A60499,Arizona Care Network,Arizona ,1/1/2013,1,0,0,"29,380",-1.62%,2.41%,"-6,125,069",0,0,96.25%,"13,309","12,864","377,698,575","383,823,644",  ,  ,50.00%,48.13%,"111,070","11,417","19,411","12,588","96,790","11,116","15,248","11,915","89,109","11,661","14,778","12,434","84,452","12,090","16,300","12,934","13,525",1.102,1.121,1.087,1.073,1.082,1.106,1.037,1.060,1.092,1.121,0.957,1.067,1.050,1.170,1.010,1.077,159,2672,503,18429,28379,239,2904,638,24598,4225,15057,7000,3098,16742,12638,26049,1276,406,629,147,873,4695,3942,275,479,103,390,1470,0,1649,4883,122,638,280,403,363,6,24,10,10,6,8,179,817,130,785,264,1117,436,12734,5255,5845,1589,45,0,6,0,0,7,811,768,191,2,0
A36859,"Baroma Healthcare International, LLC ",Florida ,1/1/2013,1,0,1,"6,091",11.90%,3.58%,"15,409,831","15,409,831","5,194,226",68.79%,"22,071","21,026","129,444,197","114,034,366","620,550","620,550",50.00%,34.40%,"101,005","17,944","23,652","18,034","89,115","16,041","22,446","16,641","89,310","17,205","21,525","18,424","86,738","14,106","20,665","15,069","19,443",1.070,1.499,1.306,1.338,1.115,1.482,1.271,1.354,1.060,1.369,1.235,1.383,1.087,1.297,1.258,1.339,132,1116,4433,2098,5865,145,906,2880,1934,1132,2165,1708,1086,3833,2258,3023,476,30,2365,1,196,5624,4554,331,729,73,1063,1781,0,2035,5142,245,3876,306,587,530,10,35,10,23,24,14,231,761,145,1078,494,1058,364,12631,5764,6160,610,97,0,0,0,0,1,70,85,21,0,0
A85560,"Yavapai Accountable Care, LLC ","Arizona, Texas ",1/1/2013,1,0,0,"12,327",-3.39%,2.86%,"-4,014,040",0,0,89.28%,"9,854","9,977","118,291,870","122,305,910",  ,  ,50.00%,44.64%,"83,646","10,644","14,470","8,447","77,177","9,805","13,596","8,587","82,522","10,644","12,893","8,468","89,004","11,560","17,675","8,778","10,189",0.999,1.154,0.975,1.027,1.021,1.154,0.959,1.023,1.034,1.109,0.937,1.020,1.034,1.167,1.124,0.979,144,1196,639,8443,12004,136,981,373,10515,1463,6013,3504,1347,7005,5322,10569,1111,158,211,24,254,3334,2486,392,493,58,186,438,0,1535,3757,160,858,309,282,241,10,25,6,7,8,7,169,711,41,596,175,651,293,9428,3932,4649,834,13,0,2,0,0,0,56,27,20,0,0
A30070,"Colorado Accountable Care, LLC ",Colorado ,1/1/2013,1,0,0,"20,927",-1.05%,2.49%,"-1,839,603",0,0,97.58%,"8,618","8,316","175,055,269","176,894,872",  ,  ,50.00%,48.79%,"76,532","7,887","11,221","7,917","68,603","8,178","12,920","7,618","64,630","8,242","9,431","7,663","62,844","9,636","9,494","8,111","8,709",1.060,1.040,1.028,0.942,1.041,1.077,1.041,0.948,0.962,1.050,1.004,0.956,0.985,1.043,0.989,0.949,136,2198,223,12810,20313,159,2006,288,17860,3063,11046,4860,1958,11548,9379,19445,377,131,281,73,620,2600,2311,58,207,40,142,298,0,1834,3195,65,391,323,236,217,2,12,5,7,4,5,109,743,35,605,138,680,315,8429,3503,3920,977,29,0,0,0,0,29,298,376,126,3,7
A73700,Doctors Connected,Virginia ,1/1/2013,1,0,0,"49,933",1.78%,2.20%,"7,682,692",0,0,84.22%,"8,903","8,499","431,666,538","423,983,846",  ,  ,50.00%,42.11%,"76,280","7,142","11,713","7,474","76,152","7,304","12,510","7,850","76,319","7,583","12,946","7,901","77,419","8,211","13,014","8,026","8,744",1.013,1.035,1.051,0.975,1.031,1.051,1.036,0.976,1.055,1.071,1.065,0.984,1.040,1.043,1.076,0.981,289,7969,2666,37241,48487,364,6717,1672,39734,8497,22254,13328,5854,28748,21185,45856,3203,124,47,18,685,2705,2538,43,89,50,137,947,0,1831,2507,164,439,291,301,286,1,5,9,13,6,7,168,819,91,718,211,615,188,8787,4230,3479,1063,14,0,0,0,0,5,372,635,181,12,4
A94529,Physicians Collaborative Trust ACO LLC ,Florida ,1/1/2013,1,0,1,"10,980",0.66%,2.94%,"692,898",0,0,41.19%,"9,814","9,125","105,277,004","104,584,106","2,666,140",0,50.00%,0.00%,"80,891","9,331","13,473","8,429","79,139","10,118","15,006","8,552","83,089","9,754","14,289","8,398","77,106","10,550","13,857","9,078","9,750",1.043,1.109,1.136,1.012,1.007,1.170,1.139,1.024,1.025,1.158,1.151,1.036,0.999,1.145,1.127,1.079,56,977,429,11100,10727,65,818,325,9519,1134,4952,3573,1321,6023,4957,10191,383,43,167,3,193,2501,2320,50,110,46,200,586,0,1337,4378,83,677,224,289,275,1,6,7,14,8,7,166,805,60,558,223,791,278,12180,4847,6103,1155,76,0,0,0,0,0,33,22,6,2,0
A32235,"Alegent Health Partners, LLC ","Iowa, Nebraska ",1/1/2013,1,0,0,"28,172",-2.97%,2.42%,"-7,616,596",0,0,94.29%,"9,357","8,972","256,023,377","263,639,974",  ,  ,50.00%,47.14%,"64,800","7,990","12,211","8,249","72,406","8,311","12,160","8,584","69,991","8,204","12,073","8,402","83,723","8,848","12,005","9,085","9,635",0.978,1.040,0.986,0.976,0.959,1.033,0.980,0.967,1.006,1.027,0.983,0.967,1.038,1.045,0.977,0.957,181,4089,946,20671,27362,180,4642,937,21603,5639,12056,7048,3429,16017,12155,25463,1829,128,192,51,509,3246,2936,190,92,61,183,1036,0,2207,2480,99,399,243,344,327,5,5,7,11,13,10,172,776,86,752,198,654,249,8105,3040,3234,788,1043,9,0,17,0,28,240,600,163,0,0
A83794,"Pioneer Valley Accountable Care, LLC ","Connecticut, Massachusetts ",1/1/2013,1,0,0,"41,255",-1.31%,2.29%,"-4,895,311",0,0,96.80%,"9,270","8,723","372,409,441","377,304,752",  ,  ,50.00%,48.40%,"70,319","7,401","10,059","7,844","69,108","7,653","9,960","8,057","71,029","8,278","10,436","8,201","82,148","8,748","11,115","8,684","9,392",1.018,1.040,0.958,1.034,1.015,1.023,0.950,1.024,1.000,1.008,0.930,1.021,1.082,1.042,0.979,1.061,311,10432,2661,24617,40173,293,9496,2595,27789,11055,16370,9243,4587,23828,17427,36095,2452,269,1316,17,1106,3163,2685,64,280,154,107,564,2,2220,2662,180,566,227,302,269,2,14,17,15,12,8,165,826,58,776,215,579,221,9719,4219,4049,1446,5,0,0,0,0,8,350,845,219,8,14
A19579,Primary Care Alliance,Florida ,1/1/2013,1,0,0,"7,988",8.05%,3.20%,"7,374,201","7,374,201","3,184,272",88.13%,"11,764","11,380","91,580,418","84,206,217",  ,  ,50.00%,44.06%,"69,680","11,503","21,031","10,742","86,760","12,950","18,537","10,545","81,094","12,336","16,696","10,639","70,758","12,965","18,530","10,180","10,817",1.023,1.261,1.212,1.147,1.039,1.283,1.199,1.196,1.074,1.277,1.286,1.205,1.014,1.384,1.430,1.241,46,515,224,7724,7785,37,491,161,7096,697,3592,2813,886,4601,3387,7549,228,51,16,4,140,2817,2640,88,75,31,145,741,0,1467,4756,110,671,334,326,313,2,4,7,16,12,7,153,827,70,605,247,880,318,13432,4615,6956,867,995,0,0,4,0,4,30,10,3,0,0
A00843,"St. Luke's Clinic Coordinated Care, Ltd. ","Idaho, Oregon ",1/1/2013,1,0,0,"29,855",-6.66%,2.40%,"-16,945,132",0,0,98.05%,"8,784","8,272","254,301,961","271,247,093",  ,  ,50.00%,49.02%,"66,623","8,326","11,415","7,496","60,447","8,878","11,218","7,713","60,927","9,128","11,630","7,574","63,461","9,963","11,887","8,750","9,369",0.956,1.076,1.000,0.976,0.962,1.062,0.978,0.976,0.977,1.095,1.031,0.989,0.992,1.118,1.015,1.017,166,3177,1009,23811,28951,188,3317,1141,24304,4432,13346,8311,3766,16797,13058,28643,85,139,325,92,571,2744,2454,145,107,55,332,535,0,3127,1915,98,530,297,269,253,4,5,7,8,5,6,130,735,48,703,151,647,236,8370,2891,3356,1771,352,9,0,4,0,15,262,854,165,2,0
A45761,UCLA Faculty Practice Group,California ,1/1/2013,1,0,0,"33,199",-1.30%,2.37%,"-5,350,286",0,0,92.28%,"12,762","13,432","410,754,986","416,105,272",  ,  ,50.00%,46.14%,"100,059","13,576","15,610","11,177","102,729","13,772","15,051","10,879","101,606","14,570","15,101","11,299","96,610","16,092","17,980","10,940","12,928",1.092,1.404,1.108,1.077,1.109,1.390,1.090,1.078,1.102,1.439,1.085,1.085,1.072,1.347,1.113,1.036,284,2525,2187,13875,32186,383,3156,2124,26523,4628,15977,8331,4263,18542,14657,25968,2326,1642,928,28,2307,4048,3749,66,143,132,233,909,2,2432,4613,123,865,314,321,306,2,6,8,10,5,5,213,810,65,606,224,823,506,11765,4350,7127,281,7,0,0,0,0,6,489,2006,95,0,3
A80267,"Marshfield Clinic, Inc. ",Wisconsin ,1/1/2013,1,0,0,"31,547",-5.85%,2.38%,"-15,448,653",0,0,94.92%,"8,649","8,285","263,896,971","279,345,624",  ,  ,50.00%,47.46%,"58,562","6,946","10,660","7,692","66,599","7,396","10,619","7,626","73,469","7,650","9,915","7,804","68,687","8,355","11,656","8,580","9,155",1.029,1.072,1.070,1.100,1.025,1.059,1.073,1.097,1.047,1.055,1.064,1.085,1.043,1.097,1.088,1.092,235,5505,1805,23398,30512,221,5812,1808,22671,7064,13106,7793,3584,17160,14387,30335,71,314,52,224,551,3051,2946,32,56,39,207,798,0,1714,3068,99,168,303,307,298,1,3,5,12,10,10,174,791,74,751,169,732,264,8019,3035,3437,1535,11,0,0,0,0,0,212,635,150,2,1
A01645,Community Health Network,Minnesota ,1/1/2013,1,0,0,"13,068",-0.74%,2.82%,"-1,004,747",0,0,94.72%,"10,688","9,937","135,957,692","136,962,438",  ,  ,50.00%,47.36%,"98,054","8,845","13,621","8,894","85,384","8,167","13,671","9,289","84,048","8,519","10,456","9,421","78,400","9,275","12,966","10,277","10,767",1.043,1.067,1.085,0.991,1.070,1.087,1.003,1.016,1.011,1.086,0.954,1.042,0.996,1.111,1.021,1.089,122,2856,232,10749,12720,126,3135,300,9159,3523,4036,3403,2106,7461,5607,11651,543,395,66,56,357,3748,3482,240,50,53,376,1104,3,1927,3038,117,500,258,360,347,5,3,5,15,6,9,192,821,121,736,262,831,355,8757,4434,2979,1331,12,0,0,0,0,6,267,374,70,0,9
A66698,Primary Partners,Florida ,1/1/2013,1,0,1,"5,239",13.40%,3.83%,"7,756,155","7,756,155","3,729,256",98.13%,"11,336","11,275","57,877,707","50,121,553","1,556,800","1,556,800",50.00%,49.06%,"73,680","11,464","16,935","10,027","78,066","10,251","18,233","10,418","77,506","11,289","18,110","10,038","83,623","10,450","11,745","9,169","9,817",1.038,1.203,1.202,1.120,1.036,1.131,1.147,1.153,1.008,1.222,1.200,1.151,1.056,1.233,1.059,1.150,40,533,295,4205,5106,29,476,197,4403,655,2514,1537,533,3201,2038,4631,338,35,129,1,105,2634,2502,40,89,13,172,404,0,1558,4165,73,676,344,290,281,1,5,3,11,11,8,175,815,39,573,222,752,326,12248,5489,5898,697,165,0,0,0,0,0,17,21,1,0,0
A69939,"Meridian Accountable Care Organization, LLC ",New Jersey ,1/1/2013,1,0,0,"41,117",-0.49%,2.29%,"-2,220,972",0,0,92.71%,"11,337","11,416","453,664,313","455,885,285",  ,  ,50.00%,46.35%,"79,875","9,830","21,805","10,529","86,801","10,326","22,117","10,513","87,432","10,277","21,798","10,289","87,710","11,445","21,116","10,372","11,393",1.040,1.152,1.294,1.151,1.013,1.134,1.345,1.133,1.044,1.166,1.345,1.137,1.060,1.103,1.293,1.094,297,3351,1419,32278,40016,306,3726,1232,34753,5092,18961,11718,5346,23153,17964,37887,1812,250,181,9,978,3579,3102,57,382,80,214,1022,0,1897,4396,101,320,210,299,272,1,19,7,13,9,6,162,812,85,639,217,751,327,10777,3703,6209,860,5,0,0,0,0,19,133,663,84,3,4
A99470,"Accountable Care Coalition of DeKalb, LLC. ",Georgia ,1/1/2013,0,1,0,"16,601",1.48%,2.00%,"2,168,001",0,0,80.91%,"9,078","8,687","146,617,090","144,449,089",  ,  ,60.00%,48.55%,"61,855","7,839","10,449","6,628","60,867","7,334","10,985","7,066","64,480","8,053","10,478","6,996","64,469","7,663","9,678","7,314","8,944",0.932,1.077,1.046,0.990,0.928,1.024,0.989,0.985,0.921,1.030,0.958,0.967,0.919,1.020,0.969,0.967,377,2161,348,10885,16150,430,2335,405,12981,3215,7549,4169,1668,9894,6707,9255,6732,185,82,5,342,2482,2120,91,199,96,228,280,0,2241,3164,220,409,237,264,241,3,10,10,13,8,6,154,691,26,612,186,543,251,8968,3249,5105,609,5,0,0,0,0,4,154,489,64,3,0
A05967,"Accountable Care Coalition of South Georgia, LLC. ","Florida, Georgia ",1/1/2013,1,0,0,"8,610",-0.92%,3.14%,"-632,562",0,0,93.49%,"8,196","7,630","68,906,711","69,539,272",  ,  ,50.00%,46.75%,"68,852","7,189","11,898","7,152","64,709","7,189","9,469","6,815","65,268","7,575","10,025","6,797","68,449","8,660","11,000","7,262","8,271",0.993,1.106,0.973,0.950,0.978,1.016,1.002,0.938,0.956,1.037,0.884,0.941,0.959,1.027,0.976,0.965,88,870,200,6589,8408,107,907,183,7211,1210,4017,2442,941,5022,3588,6564,1938,14,9,1,84,2228,1919,57,207,62,256,457,2,1693,3007,108,352,346,249,229,1,10,8,12,9,8,142,754,44,515,152,552,265,10323,4789,4542,927,64,0,0,0,0,0,22,6,13,1,0
A71510,"Northwest Ohio ACO, LLC ","Michigan, Ohio ",1/1/2013,1,0,0,"14,437",-7.09%,2.73%,"-10,505,224",0,0,88.05%,"10,621","10,675","148,124,231","158,629,455",  ,  ,50.00%,44.02%,"78,329","9,422","14,250","9,834","78,177","9,360","14,644","9,980","82,306","9,383","12,867","9,671","80,336","9,983","13,423","10,435","11,374",1.044,1.336,1.228,1.339,1.068,1.305,1.249,1.256,1.027,1.230,1.217,1.200,1.049,1.170,1.122,1.155,164,2696,610,7922,13947,187,2665,420,10676,3330,6044,3349,1714,7828,6609,12161,1752,54,80,9,381,3724,3328,192,142,114,388,1252,7,2356,3012,120,588,288,396,365,5,9,16,18,17,9,179,791,118,837,264,814,262,9490,3570,4608,1307,5,0,0,0,0,0,97,327,79,0,3
A21778,Lahey Clinical Performance ACO,"Massachusetts, New Hampshire ",1/1/2013,1,0,0,"34,364",2.72%,2.36%,"9,767,414","9,767,414","4,617,502",96.48%,"10,726","10,202","359,588,286","349,820,871",  ,  ,50.00%,48.24%,"85,110","9,725","12,809","9,462","106,037","10,252","13,268","9,552","94,723","10,384","13,130","9,658","100,851","11,538","11,976","9,748","10,434",1.084,1.114,1.011,1.020,1.063,1.116,0.984,1.002,1.075,1.133,1.017,1.019,1.059,1.145,1.006,1.050,126,4076,1193,27640,33526,148,3973,1063,28343,4988,14832,9862,4682,18539,15825,32635,329,271,141,11,977,3497,3000,83,287,150,182,545,0,3111,2345,157,703,209,325,293,3,15,15,14,11,10,176,798,59,668,214,683,290,9205,3044,4756,1402,3,0,0,0,0,3,310,773,241,2,14
A95164,"Mercy ACO, LLC ","Arkansas, Missouri ",1/1/2013,1,0,0,"36,287",0.28%,2.34%,"817,302",0,0,92.66%,"8,385","7,933","295,809,081","294,991,779",  ,  ,50.00%,46.33%,"60,972","7,144","10,902","6,931","68,412","7,545","10,643","7,211","66,634","7,784","10,989","7,507","63,546","8,361","12,582","7,712","8,362",1.002,1.001,0.958,0.969,0.980,0.999,0.968,0.975,0.990,0.995,0.980,0.976,0.976,1.021,1.009,1.002,213,6529,1655,27713,35280,223,6171,1326,27560,7477,15485,9578,3747,20296,15991,35224,353,134,84,80,412,2733,2425,71,216,39,197,492,1,2401,2060,115,294,284,286,266,2,12,6,12,9,9,153,637,55,703,175,645,246,7859,2491,2702,1023,1643,0,0,31,0,36,255,486,185,1,5
A73727,Indiana Lakes ACO,"Indiana, Michigan ",1/1/2013,1,0,0,"8,141",-3.52%,3.19%,"-2,321,574",0,0,94.12%,"8,405","7,652","66,023,238","68,344,812",  ,  ,50.00%,47.06%,"52,365","7,997","12,777","7,358","59,534","7,774","11,836","7,334","62,743","7,581","11,402","7,310","75,551","9,866","13,134","7,772","8,701",0.935,1.093,1.022,0.979,0.940,1.055,0.997,0.976,1.006,1.044,0.960,0.968,1.015,1.060,1.105,0.980,27,927,242,6533,7855,37,889,547,6382,1150,3247,2337,1407,4728,3413,7848,62,22,77,2,130,2653,2430,41,77,117,382,1063,0,2026,2197,120,197,263,284,268,1,4,10,7,10,10,161,817,99,611,180,597,190,8381,4476,2916,919,70,0,1,0,0,3,46,132,43,0,0
